Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
0af940aab0ae68e3767170c07c94bb08325daf6ef5536ccacfdb83a409d560a3,2022-09,Gwent Police,Gwent Police,,,No location,,,Local resolution
d74662a7fa5414d4ccfcdab825c10c3da79b2928eb3cd38b90208e54d853f4ed,2022-09,Gwent Police,Gwent Police,-2.981547,51.600817,On or near Oak Street,W01001680,Newport 007E,Investigation complete; no suspect identified
883db04dfeeb589cc552b0267551128b4b7e9a4cd8d78f9299e75a8ace2c750f,2022-09,Gwent Police,Gwent Police,-3.006254,51.609446,On or near Malpas Road,W01001654,Newport 002D,Investigation complete; no suspect identified
6313a423c84e8ffdd4e9fac8df854b4e206cac426c766d9c353834ab6cc8fcad,2022-09,Gwent Police,Gwent Police,-2.993437,51.586591,On or near ,W01001687,Newport 014D,Investigation complete; no suspect identified
92b94300b5f5c033920decb33ff4595ff38a0f2fc634b58925e1d7cfe5127dc5,2022-09,Gwent Police,Gwent Police,-2.776893,51.587937,On or near Ifton Road,W01001582,Monmouthshire 011D,Investigation complete; no suspect identified
243896cd5251260331ccfe6b46d4a742435cf9b00cd70e138d4f36c73e55d116,2022-09,Gwent Police,Gwent Police,-3.134748,51.647442,On or near High Street,W01001328,Caerphilly 014B,Investigation complete; no suspect identified
9c54f030a3996c32fd32c4354711bb3713ed584a0b8e4631ae4db5ca19db4188,2022-09,Gwent Police,Gwent Police,-2.995634,51.589387,On or near Market Street,W01001685,Newport 014B,Investigation complete; no suspect identified
ad80dbb4997811eee37131612d07066e4ddb044442c3ece765a71f8fc4efe7bf,2022-09,Gwent Police,Gwent Police,-2.930530,51.599146,On or near Fisher Close,W01001664,Newport 010A,Investigation complete; no suspect identified
027a5006db7d32b9c270a9250c717de7e8d5826ef805dbe3e54a13e7ced71b59,2022-09,Gwent Police,Gwent Police,-2.996174,51.575787,On or near Robert Place,W01001660,Newport 018B,Investigation complete; no suspect identified
cd8fbe6092176763b34b6ff678a5d973b0b8706371f6ddc42dcdaae092c28256,2022-09,Gwent Police,Gwent Police,-2.981940,51.578892,On or near Castello Court,W01001661,Newport 018C,Investigation complete; no suspect identified
10b91a61c637afceeb378583e1c3e1ac1232cab395b3024cb28b03b94a27f945,2022-09,Gwent Police,Gwent Police,-2.981618,51.586025,On or near George Street Bridge,W01001690,Newport 013D,Investigation complete; no suspect identified
d97d740815318c4099caa51ef33959deded8ef12849889f155a8d61d522bc691,2022-09,Gwent Police,Gwent Police,-3.041944,51.703307,On or near ,W01001524,Torfaen 004D,Investigation complete; no suspect identified
c98289f7ebde946ef412285d2610df396391970c7680e9f65e7a3bede6dea5b2,2022-09,Gwent Police,Gwent Police,-2.939722,51.596088,On or near ,W01001663,Newport 008C,Investigation complete; no suspect identified
80bc3d41ac4599acd41b88a78072c66d5cf303385461a9c7ce801427eb759ec4,2022-09,Gwent Police,Gwent Police,-2.939421,51.578700,On or near Pickle Line Road,W01001649,Newport 004D,Investigation complete; no suspect identified
9a34cb791969f38d183632d08534c89948d1739065c087f4383f79bd7e3f6ae3,2022-09,Gwent Police,Gwent Police,-3.474979,51.719237,On or near Dare Court,W01001154,Rhondda Cynon Taf 003D,Investigation complete; no suspect identified
8f7c07495ce512ac780782ebac57b2337a425594d5726f17274ca2d51252c213,2022-09,Gwent Police,Gwent Police,-3.221992,51.641090,On or near Hill View,W01001369,Caerphilly 012D,Investigation complete; no suspect identified
406cf9ff68e2b1ede7773c0a469981e71c0cd087c890ceea432ad85ef8454da0,2022-09,Gwent Police,Gwent Police,-3.194846,51.669963,On or near ,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
8dae58005eb415377986e4ec07c78a7b6f7cb44e20887dee878a4fe34bf315c6,2022-09,Gwent Police,Gwent Police,-3.209186,51.667083,On or near Twyn Gardens,W01001353,Caerphilly 007B,Investigation complete; no suspect identified
fc40d30ab417d2b82c94cd7cef3d64ff0110bc09b23a4675f18cad17d7a0031b,2022-09,Gwent Police,Gwent Police,-3.179511,51.734822,On or near Dyffryn Place,W01001451,Blaenau Gwent 007B,Investigation complete; no suspect identified
37f1fb102ef2d7988bff532e190c93e8d1f1c2bd3e42115a73dde18204cddfd4,2022-09,Gwent Police,Gwent Police,-3.030576,51.611465,On or near Tone Close,W01001617,Newport 003A,Investigation complete; no suspect identified
67496ad1a661d8a4257d6934125842d766322c01c0ee209efb9d4fccfe71a530,2022-09,Gwent Police,Gwent Police,-2.664872,51.622711,On or near Alice Crescent,W01001593,Monmouthshire 008E,Investigation complete; no suspect identified
0b6f5ac177f35f0d0c8b66d5d5bcccc53ed0bc365dc441488d68f5843aa385fb,2022-09,Gwent Police,Gwent Police,-3.006790,51.647359,On or near St Brides Close,W01001507,Torfaen 008D,Investigation complete; no suspect identified
1b2ff70e2b8cb7dfe13584d197b149e3137de001b49f9e6efdb4749d22456c76,2022-09,Gwent Police,Gwent Police,-2.994151,51.571686,On or near ,W01001660,Newport 018B,Investigation complete; no suspect identified
3f4ed3a25c3c0a904983d08929fe77ab8ddd8f59010688a850527a091d734ebd,2022-09,Gwent Police,Gwent Police,-3.059867,51.592358,On or near St John's Crescent,W01001672,Newport 009C,Investigation complete; no suspect identified
3540d1918ec120d4cf2f3b80f4874a3d6692b6b374b72ee3f5248bda1b20ee26,2022-09,Gwent Police,Gwent Police,-3.239152,51.631226,On or near Clos Y Felin,W01001434,Caerphilly 013F,Investigation complete; no suspect identified
d14c119cf1943e3d57de2a8bf8fcc16146b479e5fdc5296bfa0c172689929224,2022-09,Gwent Police,Gwent Police,-2.673844,51.637424,On or near Waters Road,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
afeb9bcac70a13415a2f7925985f3cfa273769f1ab86c9ce2b83229ec60a480b,2022-09,Gwent Police,Gwent Police,-3.246980,51.765847,On or near Cefn Parc,W01001478,Blaenau Gwent 006C,Investigation complete; no suspect identified
bfc45eb23c062b2cc3279b4f016cc59a6e44562870f9f0a4f135dac3b8105100,2022-09,Gwent Police,Gwent Police,-2.823205,51.579519,On or near The Plantation,W01001573,Monmouthshire 011B,Investigation complete; no suspect identified
f263dad501323eac48beaf39abc790f29d64cbd36b37096f9418cfe3beb227ee,2022-09,Gwent Police,Gwent Police,-3.046586,51.715967,On or near Elmhurst Close,W01001530,Torfaen 003C,Investigation complete; no suspect identified
dd32ad906962dba355686f4a2cbc4f25f6ca09b345a6c0f5ef025df4112e8ab8,2022-09,Gwent Police,Gwent Police,-3.037671,51.648978,On or near Elan Walk,W01001526,Torfaen 010B,Investigation complete; no suspect identified
1aaf1e688ac34cc4d16288fa237bbaf09d8a67c6a4f097739fcc09e34001514b,2022-09,Gwent Police,Gwent Police,-3.147983,51.663840,On or near Ty-Llwyd Place,W01001382,Caerphilly 010C,Investigation complete; no suspect identified
0b5dce788c0fee3f8e6ec79cd9043bcb13b5332c8a02e29a01e5aae8b19735e9,2022-09,Gwent Police,Gwent Police,-2.991610,51.576275,On or near ,W01001659,Newport 018A,Investigation complete; no suspect identified
db56f0e993daa1540fd26501f961db6bed96f313459f2be46ae91ac38886e6bf,2022-09,Gwent Police,Gwent Police,-3.139462,51.681510,On or near Upper Viaduct Terrace,W01001359,Caerphilly 006D,Investigation complete; no suspect identified
2e476490186468a5b6d8efb8ac13e7018c59ab89d794e5a40f0b013a31b5fb49,2022-09,Gwent Police,Gwent Police,-2.924575,51.591703,On or near Halle Close,W01001667,Newport 010C,Investigation complete; no suspect identified
29141c31741890c60c67df741d060c3463843a93701f5322c3d5407cc4ecb294,2022-09,Gwent Police,Gwent Police,-3.128687,51.632709,On or near Pond Row,W01001329,Caerphilly 014C,Investigation complete; no suspect identified
1a392c437d0946527af2f32b70801259fdb940777288229dbbce080bda6340c6,2022-09,Gwent Police,Gwent Police,-3.170214,51.681532,On or near Penywaun Close,W01001390,Caerphilly 006E,Investigation complete; no suspect identified
748308f507d5a262c809b12c0057ad5a1d2d6f8399d2a9d8bb9f9ae6fd3b8a3a,2022-09,Gwent Police,Gwent Police,-3.240378,51.798844,On or near Alan Davies Way,W01001470,Blaenau Gwent 001D,Investigation complete; no suspect identified
500bd68cef12c967967776c7ca899ede9756f8c3c79635be15fe5fb1ecd26f82,2022-09,Gwent Police,Gwent Police,-3.245473,51.673124,On or near Tai'r-Heol,W01001416,Caerphilly 008C,Investigation complete; no suspect identified
e0e207ee0e8f3cced7910a866a1ca23200fd8486730f376cdb210da84af56345,2022-09,Gwent Police,Gwent Police,-2.994194,51.584903,On or near Commercial Street,W01001687,Newport 014D,Investigation complete; no suspect identified
87b41a4d13e33f8d49c14da7baaf94ba3791c8bac2b9165fe1d1227cc1c0908b,2022-09,Gwent Police,Gwent Police,-2.994194,51.584903,On or near Commercial Street,W01001687,Newport 014D,Investigation complete; no suspect identified
da800274ba893045af95b5cb3da3510841dcb8dc8c099abdf65ff911cff85856,2022-09,Gwent Police,Gwent Police,-3.230929,51.787335,On or near ,W01001438,Blaenau Gwent 004A,Investigation complete; no suspect identified
89f6c7c7cd7b5e771f9af0c1bde1a4fb634bbe1e63c2ea4e675cd142844a109d,2022-09,Gwent Police,Gwent Police,-2.987176,51.590096,On or near Cedar Road,W01001693,Newport 013E,Investigation complete; no suspect identified
51a034f46ac1cd25d8481079e76644598f5b261843d7de2fe263c064e034c985,2022-09,Gwent Police,Gwent Police,-2.980120,51.600244,On or near Hubert Road,W01001680,Newport 007E,Investigation complete; no suspect identified
a8074b1ab679232cc571ccf609ad7e4ed33c4b8a283626e17829fa0daf463537,2022-09,Gwent Police,Gwent Police,-3.209601,51.580021,On or near Maxton Court,W01001421,Caerphilly 022E,Investigation complete; no suspect identified
1d2f078d130d1cb1bea7dc0eaccbde330750d28705f3a1f2df55daab3bbaad3d,2022-09,Gwent Police,Gwent Police,-3.237858,51.769289,On or near Mafeking Terrace,W01001463,Blaenau Gwent 006B,Investigation complete; no suspect identified
56392b5f7e044fb8010edd68f814101f6b9c306e19d336f5ac406e09259705b7,2022-09,Gwent Police,Gwent Police,-3.007979,51.582367,On or near Stow Park Crescent,W01001629,Newport 017A,Investigation complete; no suspect identified
00bf40f6d8bdbf0b7f707c4b532f2b374b950d32de372ede782f9e401f5cfa40,2022-09,Gwent Police,Gwent Police,-3.166166,51.777269,On or near Gwaun Delyn Close,W01001469,Blaenau Gwent 005F,Investigation complete; no suspect identified
6792ea237ab386d35d983feaffabddb92686b74154a2a029a8bb701ce90f6b53,2022-09,Gwent Police,Gwent Police,-2.979589,51.591689,On or near Maindee Parade,W01001692,Newport 011E,Investigation complete; no suspect identified
a7413222b84072b2f8ebf7a2f427b2039a61b9eb07b9bc4d4de8d791b59424bb,2022-09,Gwent Police,Gwent Police,-3.019823,51.579522,On or near Highfield Road,W01001631,Newport 017C,Investigation complete; no suspect identified
225d0373cfc56a6e714ea76cc0650eec07e459929cfc468b5425504f2be0253a,2022-09,Gwent Police,Gwent Police,-2.945780,51.586103,On or near Aberthaw Avenue,W01001609,Newport 015B,Investigation complete; no suspect identified
0955344677f7c225914c99733b3a85a5144d8154f2427fe95f4c8405ddd57541,2022-09,Gwent Police,Gwent Police,-2.900383,51.704132,On or near Castle Street,W01001596,Monmouthshire 006E,Investigation complete; no suspect identified
de562240ad58ef693b2f91097edfa3c430500dcfb1ae01786fe26a1764736805,2022-09,Gwent Police,Gwent Police,-2.968388,51.577485,On or near Spytty Road,W01001642,Newport 013A,Investigation complete; no suspect identified
052660b2bc704e75fcd16e47f66bacebe2ed658074977ce351e6b5e48ffb5396,2022-09,Gwent Police,Gwent Police,-3.051940,51.599155,On or near Fairway Close,W01001669,Newport 009A,Investigation complete; no suspect identified
571198b3d7a8513ba4bca6f5dd1540b3fb9dc7d3bc0bd1330f38c688236574dd,2022-09,Gwent Police,Gwent Police,-3.297425,51.741590,On or near Cae Glas Newydd,W01001361,Caerphilly 002B,Investigation complete; no suspect identified
2ab80568d6d7424e09585941ec5a69070feddea7b43a95a56dbc214f3ab4bc60,2022-09,Gwent Police,Gwent Police,-3.154967,51.768946,On or near Brynheulog,W01001444,Blaenau Gwent 005B,Investigation complete; no suspect identified
489cc867f20b05ad30c8ef20f09478d979f993ff43426066ba44a9fa41e5ee45,2022-09,Gwent Police,Gwent Police,-3.154967,51.768946,On or near Brynheulog,W01001444,Blaenau Gwent 005B,Investigation complete; no suspect identified
a72d1775189764cdf49a596fd5167dbb52e6691482e98ccdff6edce8ea3783c7,2022-09,Gwent Police,Gwent Police,-3.013802,51.578081,On or near Melfort Road,W01001630,Newport 017B,Investigation complete; no suspect identified
6ac4bad9ba9c9b51c0f9c7a932f39514423de7e185e0c630bc21ae50425249ab,2022-09,Gwent Police,Gwent Police,-2.933678,51.597764,On or near Anson Green,W01001663,Newport 008C,Investigation complete; no suspect identified
e433a2c5382e85d78ef2dc61fe6c13f849aeb4d6c3c87c4bc90d98531278df26,2022-09,Gwent Police,Gwent Police,-3.247074,51.773471,On or near ,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
d84917b6009d1a4b1221c0d0f408cb791d06105c8d6edf811b8f4372880101e5,2022-09,Gwent Police,Gwent Police,-3.231066,51.690081,On or near Greenfield Street,W01001338,Caerphilly 004C,Investigation complete; no suspect identified
873fb3a1ccaa83c420d3b0f5d1b72956e37f0cc47b571573d80365b2257deb19,2022-09,Gwent Police,Gwent Police,-3.060686,51.574870,On or near PANT GLAS COURT,W01001635,Newport 016A,Investigation complete; no suspect identified
b69851bc48a33bf3aae1cbc6a3b541d01bcbd1f2b43d42d95d975e0944d844a6,2022-09,Gwent Police,Gwent Police,-2.786912,51.587186,On or near Woodpecker Close,W01001582,Monmouthshire 011D,Investigation complete; no suspect identified
b3036ec3948e3692a3722f794af7bd1a3685eab938c532f2dc0f078e302d404f,2022-09,Gwent Police,Gwent Police,-3.063117,51.815884,On or near High Willows,W01001569,Monmouthshire 003E,Investigation complete; no suspect identified
2c6d7e58c557994ee64a4864353adc59c4f3a9fce75ceedecfbd06445cc2ed1d,2022-09,Gwent Police,Gwent Police,-3.004594,51.665028,On or near Soar Close,W01001494,Torfaen 008B,Investigation complete; no suspect identified
89b98b47798ddf3dc1f36dd0fce045fda48b0b16cc7ed3f0403f25cb850faf47,2022-09,Gwent Police,Gwent Police,-2.849630,51.554002,On or near Bryn Road,W01001649,Newport 004D,Investigation complete; no suspect identified
5ab359e64335addeb2ec9e7917332f42eb9b64f96a29707dbc7c8c222b46aff6,2022-09,Gwent Police,Gwent Police,-3.062092,51.578850,On or near Oaklands Park Drive,W01001638,Newport 016C,Investigation complete; no suspect identified
26d4ef91d0e160639e7d455636c2d88e92cc1a065ebc025cb9290350b9379da2,2022-09,Gwent Police,Gwent Police,-2.674247,51.636343,On or near Hughes Crescent,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
c35560d535cf9965b27206ce40ab706a83ca162cc47a7775ea66bc6a99dd75c4,2022-09,Gwent Police,Gwent Police,-3.232251,51.585036,On or near Court Road,W01001396,Caerphilly 023D,Investigation complete; no suspect identified
2e33ed069bc69fd4fbf9cb2a6c71b7662c3b9c2b8684a7de8c05ab1bfba5134e,2022-09,Gwent Police,Gwent Police,-3.222240,51.698652,On or near Commin Road,W01001325,Caerphilly 003A,Investigation complete; no suspect identified
cb86ae3e9bf566f30d5c9b9c2874423a1c334a7a38a5a89de4be9f9b5fbf0268,2022-09,Gwent Police,Gwent Police,-3.015025,51.574033,On or near Masefield Vale,W01001630,Newport 017B,Investigation complete; no suspect identified
3174ff1acbeb4ce7fe64f6f2f9e71a8b102b0be2b1bbba53889307a55877a2d4,2022-09,Gwent Police,Gwent Police,-3.087404,51.610215,On or near Holly Road,W01001409,Caerphilly 016C,Investigation complete; no suspect identified
de4fd0ca6e6c875073fa1cf4d10e493fb47c54066468d050b11907ca8d2a3c97,2022-09,Gwent Police,Gwent Police,-3.227434,51.662236,On or near Powell Street,W01001415,Caerphilly 008B,Investigation complete; no suspect identified
5e0e3497eb32dae56ea7c5c4aeed058245b14fbf930d097800735a4fb189f542,2022-09,Gwent Police,Gwent Police,-3.022083,51.652559,On or near ,W01001506,Torfaen 010A,Investigation complete; no suspect identified
66f109e585f07401b720ece007c2945ddd3250d63d1df7e611a23ba55f0cd063,2022-09,Gwent Police,Gwent Police,-2.979792,51.589727,On or near PROBERT PLACE,W01001691,Newport 011D,Investigation complete; no suspect identified
ba78a5ba6774780b128b08e09763bb0dc07a36ef19fe2b9193a339bd7108e18b,2022-09,Gwent Police,Gwent Police,-2.975826,51.593950,On or near Brynderwen Road,W01001691,Newport 011D,Investigation complete; no suspect identified
5f91cc042e2661475d848fa1eb40811e5cd9c89e3e8fc32b83613917a1a7cdd8,2022-09,Gwent Police,Gwent Police,-3.008087,51.608082,On or near ,W01001654,Newport 002D,Investigation complete; no suspect identified
4fcb97570a7e1116cd73e8b68250f478cd3af46bd539b0f6b8c6b7357d234cda,2022-09,Gwent Police,Gwent Police,-3.034729,51.608677,On or near Darent Close,W01001619,Newport 003C,Investigation complete; no suspect identified
5953da140c0c508f76e1d249dac77ecd47a5edc176136f5034da7dc36bbe49c2,2022-09,Gwent Police,Gwent Police,-3.194598,51.666594,On or near ,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
aa0a36273c9167a4369f89d934da199d129c17f2a28e6077f48d83141e24daa8,2022-09,Gwent Police,Gwent Police,-3.025575,51.678532,On or near Alexandra Road,W01001517,Torfaen 006D,Investigation complete; no suspect identified
5e7851bc53ea61b7ff827054884b8044a83e5dd023b1fd058f153a66ef6f248b,2022-09,Gwent Police,Gwent Police,-3.178734,51.677095,On or near Llwyn-On Road,W01001391,Caerphilly 006F,Investigation complete; no suspect identified
0538f227e8f1b7199c51ed78282c43332ff6db384bfb48ec8ecf81329edd1e1b,2022-09,Gwent Police,Gwent Police,-3.104186,51.612630,On or near Grove Road,W01001411,Caerphilly 017A,Investigation complete; no suspect identified
1db1ac662a79ca9052b70f239592ec304b1db6a63a43fdc8783d4bd1688e83e7,2022-09,Gwent Police,Gwent Police,-2.998600,51.589047,On or near Queensway,W01001685,Newport 014B,Investigation complete; no suspect identified
cd5b6990b92f51b1b46bcb535cbd1ab867c942feb77bb89b3829e1006cb1fc45,2022-09,Gwent Police,Gwent Police,-2.993675,51.600130,On or near The Turnstiles,W01001683,Newport 006D,Investigation complete; no suspect identified
126fabcd9e8916db5fba585ba5456b1e6d319342fa9b235b44be16862e1025ed,2022-09,Gwent Police,Gwent Police,-3.226043,51.796971,On or near Graig Ebbw,W01001470,Blaenau Gwent 001D,Investigation complete; no suspect identified
10b5c4fbcba798691754b5c521498a60735f51ff138ed73744e01f75b208d724,2022-09,Gwent Police,Gwent Police,-3.024811,51.687593,On or near Clifton Square,W01001515,Torfaen 006B,Investigation complete; no suspect identified
02dbd8a9502592dcac72c06893e2468768b151d4556de710f9599f2c20bdf322,2022-09,Gwent Police,Gwent Police,-2.981547,51.600817,On or near Oak Street,W01001680,Newport 007E,Investigation complete; no suspect identified
2ff5a76ff5e16f972e6e1371e30de4149cdb8858dcfe5a5f1813590739ec8031,2022-09,Gwent Police,Gwent Police,-2.683934,51.635747,On or near ,W01001586,Monmouthshire 007D,Investigation complete; no suspect identified
0c8ea35b8a9ffadd76abb6722e48e47cbb62b065c041aa1916a455756a71ec72,2022-09,Gwent Police,Gwent Police,-3.202119,51.797084,On or near Heol Siloam,W01001440,Blaenau Gwent 001A,Investigation complete; no suspect identified
6672ebfaf64ce376042c940e948b2457107d8e2e296bf7cd7d351181238eb48f,2022-09,Gwent Police,Gwent Police,-3.041413,51.702490,On or near ,W01001524,Torfaen 004D,Investigation complete; no suspect identified
61fc45279f444e95bbbd85f0f436e7941eaf7263d29f02acddf14121ebc7b15f,2022-09,Gwent Police,Gwent Police,-2.675622,51.629699,On or near Pembroke Road,W01001584,Monmouthshire 008B,Investigation complete; no suspect identified
13a078778c3ea51505975ae8e0e9c4a6565855f26577ad2ad57ad8c7d93093a0,2022-09,Gwent Police,Gwent Police,-2.996375,51.586278,On or near ,W01001687,Newport 014D,Investigation complete; no suspect identified
6d01b0e0f4ae0d93f0fad67ba6ea786df6c4de72cdf04377f638ee3ef2766a6c,2022-09,Gwent Police,Gwent Police,-3.234836,51.763161,On or near Stryd Walter,W01001463,Blaenau Gwent 006B,Investigation complete; no suspect identified
ebfe16fa67638f987868954610cc578f0da046a8be7c55f9e5393baf0329d343,2022-09,Gwent Police,Gwent Police,-3.191475,51.666376,On or near ,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
ff27a0e78cd328ccf96327cf232884b783ffd6ab3ccb6085423fcc482639b3d0,2022-09,Gwent Police,Gwent Police,-3.201506,51.586632,On or near Rudry Road,W01001420,Caerphilly 022D,Investigation complete; no suspect identified
d36cdc8fdb0fd836767da8a83ddfffbdcb7634b4269fb6ffd9f6665795b15e2c,2022-09,Gwent Police,Gwent Police,-3.279930,51.751871,On or near Wellington Way,W01001375,Caerphilly 001B,Investigation complete; no suspect identified
210ec93524caea98f70d716b284f2069705bfdf1370a26f0028bec16bbffdca2,2022-09,Gwent Police,Gwent Police,-3.127845,51.636017,On or near Park Street,W01001329,Caerphilly 014C,Investigation complete; no suspect identified
34f8ba10bc8470947d77fb24f33daa3b5525fc745821e49130b0f134686fa0bd,2022-09,Gwent Police,Gwent Police,-2.725867,51.747932,On or near Roman Way,W01001594,Monmouthshire 007E,Investigation complete; no suspect identified
2a39488094b891cac47e96445329a5755e7894b07108f40098639c15401496f4,2022-09,Gwent Police,Gwent Police,-3.266585,51.595281,On or near Thomas Street,W01001330,Caerphilly 018A,Investigation complete; no suspect identified
b6c9c07e97fee211db3f78be98eb78c6ffd77cccbb040c968467660a9f7f80ed,2022-09,Gwent Police,Gwent Police,-3.164783,51.699317,On or near ,W01001357,Caerphilly 006B,Investigation complete; no suspect identified
fd951b82ae693b6d29c6ebfbc0751275ad860a07bf70fd01504f4113f5c6a10d,2022-09,Gwent Police,Gwent Police,-3.276350,51.607836,On or near ,W01001333,Caerphilly 018D,Investigation complete; no suspect identified
42ebbfe48da97084c85904067f180f1b7270f7814ea6913c0ec0276301496804,2022-09,Gwent Police,Gwent Police,-3.018972,51.822965,On or near ,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
028f39692df594eab0a3b3f88e9a63c4e542c7ad80373df6cc98f065f423d628,2022-09,Gwent Police,Gwent Police,-3.216944,51.661967,On or near Warne Street,W01001388,Caerphilly 007D,Investigation complete; no suspect identified
05b8dd9dd7a70ce46e3c66a5f3d9fae53e2d39285f04717ca161c2095a8f3863,2022-09,Gwent Police,Gwent Police,-3.294871,51.738903,On or near Glan-Y-Nant,W01001361,Caerphilly 002B,Investigation complete; no suspect identified
9e8a7d3be1bd4eb54fcf9a2b39e6ecd6fa6a3a498b944fbf0fb11d0934211c26,2022-09,Gwent Police,Gwent Police,-2.989633,51.584923,On or near Canal Parade,W01001687,Newport 014D,Investigation complete; no suspect identified
e531a587217c95823b4b74ef8bd8614f635eabfb0852ba3d0ec9b852fedecf8c,2022-09,Gwent Police,Gwent Police,-3.001086,51.646248,On or near West Bank,W01001508,Torfaen 013C,Investigation complete; no suspect identified
7d17a20bc25dcd6c66927082b9520c82f72b12a80a8dc8b66a59e7d1e3adbdae,2022-09,Gwent Police,Gwent Police,-3.214638,51.786444,On or near Supermarket,W01001458,Blaenau Gwent 004E,Investigation complete; no suspect identified
c7fcf7892bf5b6ecdd3f1fcc53c1fcc592f918daa13001d44296279caacae6fb,2022-09,Gwent Police,Gwent Police,-3.015423,51.822600,On or near STRYD Y LLEW,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
4afba58462e6d0b6e2fa68cf7b6533be75d67fdf5beef63d2196904ba18e59e0,2022-09,Gwent Police,Gwent Police,-3.287639,51.758081,On or near Rhymney Walk,W01001376,Caerphilly 001C,Investigation complete; no suspect identified
dcabe055b4b6f153c98f070bef60cb225828590343b54dad84c9a49d5664bb56,2022-09,Gwent Police,Gwent Police,-2.976349,51.611587,On or near Redwood Close,W01001624,Newport 001B,Investigation complete; no suspect identified
c4cb88cd45ba50aa53b093acdfee20b4d45d8d1938231a9486dc62a84d68c640,2022-09,Gwent Police,Gwent Police,-3.229620,51.574732,On or near Aber,W01001370,Caerphilly 023A,Investigation complete; no suspect identified
aa693fe68519973b5542f18226a97a640ef7a39224f1c4f24a99636bade54683,2022-09,Gwent Police,Gwent Police,-2.925603,51.601073,On or near A48,W01001664,Newport 010A,Investigation complete; no suspect identified
2feac3327f4a2fe96f1054f6d0833664156448f46ec627732c62b42c0a8ad7b6,2022-09,Gwent Police,Gwent Police,-3.229226,51.797244,On or near Moor View,W01001470,Blaenau Gwent 001D,Investigation complete; no suspect identified
4e1fb245404fcccff5138ab52606722c6bc7c821e6dda4bd99eb99e37f8f6964,2022-09,Gwent Police,Gwent Police,-2.991750,51.575419,On or near Jeddo Street,W01001659,Newport 018A,Investigation complete; no suspect identified
