Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
3d4b680d069403c21c7bfb69174a90c373a5f3323a8a6e42843f643166c8bb62,2022-10,Gwent Police,Gwent Police,,,No location,,,Unable to prosecute suspect
4560bb9dfbbc0fa552dd339b51ee0aaa4b1b73babc08a4834be5c311e7947d51,2022-10,Gwent Police,Gwent Police,-3.014149,51.832393,On or near Meadway,W01001558,Monmouthshire 002C,Investigation complete; no suspect identified
e567c5277c0b546076f66bf6e65f3d7c58b1a16f5832a091b308ac521e773085,2022-10,Gwent Police,Gwent Police,-2.965988,51.619477,On or near Eastfield Way,W01001627,Newport 001E,Investigation complete; no suspect identified
4651191ca681cdbaac204fdb575e552cbca70d4aa1eaffca373225de37fc040e,2022-10,Gwent Police,Gwent Police,-3.137488,51.699693,On or near Cae Felin Street,W01001466,Blaenau Gwent 009C,Investigation complete; no suspect identified
c48d1b0195ee79556a57fc819a62da53cd6b097450b3ee6ac8b381d8859a03ac,2022-10,Gwent Police,Gwent Police,-3.139397,51.740532,On or near Ty-Dan-Y-Wal Road,W01001454,Blaenau Gwent 008E,Investigation complete; no suspect identified
9582886cd675528a027a3cc37ed02786e1f0168740cfbaee2dca671d37e1b55a,2022-10,Gwent Police,Gwent Police,-3.162608,51.594082,On or near Herrick Place,W01001345,Caerphilly 021C,Investigation complete; no suspect identified
123ee68861ba97e4aaf3181989ca6c6cf95848b34478eb4e9c75b54fb97ad597,2022-10,Gwent Police,Gwent Police,-3.045797,51.661703,On or near ,W01001538,Torfaen 009D,Investigation complete; no suspect identified
670c6cb38253f5ef3107514b6578d7873d58b4048ffabcb7c6c4d8a2ab803241,2022-10,Gwent Police,Gwent Police,-3.208815,51.805098,On or near Keir Hardie Close,W01001441,Blaenau Gwent 001B,Investigation complete; no suspect identified
0bdf269fd71418d4de94fcc4aaf2d2fe862ee486d79ccbb50edaef2762577bde,2022-10,Gwent Police,Gwent Police,-2.717867,51.810659,On or near Monnow Street,W01001554,Monmouthshire 004C,Investigation complete; no suspect identified
27c760388e8a006dc5fc99aee70f8e6ae90bd2a59a214f5f65588ab0e4714610,2022-10,Gwent Police,Gwent Police,-3.031615,51.696076,On or near Prescoch Lane,W01001496,Torfaen 004B,Investigation complete; no suspect identified
994e57191cfb2234bbf861cb0c382530bd96a388161b9eec012fd22d84547887,2022-10,Gwent Police,Gwent Police,-3.183201,51.739685,On or near William Street,W01001451,Blaenau Gwent 007B,Investigation complete; no suspect identified
1eabdcf6cf8f9570948cf7471c625558e1abf66c87597e0c1416c63535cd972e,2022-10,Gwent Police,Gwent Police,-3.272137,51.596075,On or near The Square,W01001331,Caerphilly 018B,Investigation complete; no suspect identified
d1e7114d2502ca00d092552bf5c478d7649cc4e65ef397c3c63cb9844f13ac97,2022-10,Gwent Police,Gwent Police,-2.703378,51.808903,On or near Hillcrest Road,W01001599,Monmouthshire 004F,Investigation complete; no suspect identified
e08708184330b13c9c714c8254b89db9f3b8ed95884e707daecca1f09471a44d,2022-10,Gwent Police,Gwent Police,-3.144392,51.665367,On or near Victoria Terrace,W01001382,Caerphilly 010C,Investigation complete; no suspect identified
d03d1bce050f389eb8fdb01dd38aea903a9a1c636c454e7feab1c6432ca12642,2022-10,Gwent Police,Gwent Police,-2.984097,51.597226,On or near Rockfield Street,W01001675,Newport 007A,Investigation complete; no suspect identified
3388dc7bf9e39b033a5ee8440f245b8bf027c1f7f5c7f7a823a5c0170f40290b,2022-10,Gwent Police,Gwent Police,-3.224364,51.638997,On or near Gwerna Crescent,W01001369,Caerphilly 012D,Investigation complete; no suspect identified
e42e0cc2747fd03573e3baa12ca7edca1e033add3122666919d08e19a2ed320a,2022-10,Gwent Police,Gwent Police,-3.092840,51.612046,On or near ,W01001410,Caerphilly 016D,Investigation complete; no suspect identified
85fdb13805bcee8b1954362bde3e7a2f871a3cf9727c39c1f626996842b411b9,2022-10,Gwent Police,Gwent Police,-3.061663,51.587072,On or near Novelis Road,W01001672,Newport 009C,Investigation complete; no suspect identified
800f6e33fddae5430c9bfb00e540c8ffa6d6f96305d4ee4245cb20c3066a9395,2022-10,Gwent Police,Gwent Police,-2.718588,51.809468,On or near ,W01001554,Monmouthshire 004C,Investigation complete; no suspect identified
2accf0f93c6d6d5a96c8b5ab707cd503b307b723cecd048061a6a18e48fc85d8,2022-10,Gwent Police,Gwent Police,-3.043497,51.635835,On or near Perthy Close,W01001535,Torfaen 012D,Investigation complete; no suspect identified
888f2998ce06d54344c5ca6ec357ba5489ae35b4f6bf7305e9c5168e3e935a8e,2022-10,Gwent Police,Gwent Police,-2.997015,51.588512,On or near Griffin Street,W01001685,Newport 014B,Investigation complete; no suspect identified
e1ebf1ee995aab3763319ef5f2e47a1612bf2b0a7cc45f615445fc7fa0b13e62,2022-10,Gwent Police,Gwent Police,-3.136920,51.731870,On or near Diamond Jubilee Terrace,W01001435,Blaenau Gwent 008A,Investigation complete; no suspect identified
2269ed16284ac5497757d46aed77bee89b9d3c8d8c3e60794262b630c6bc528b,2022-10,Gwent Police,Gwent Police,-3.131751,51.727856,On or near Queen Street,W01001436,Blaenau Gwent 008B,Investigation complete; no suspect identified
86865a4d339677bcb79d4f0990d1c767891d25633c7e1a40b97d15798db5fd64,2022-10,Gwent Police,Gwent Police,-3.213134,51.578806,On or near ,W01001422,Caerphilly 022F,Investigation complete; no suspect identified
1896f9aea76679e83b5c418282397891e0cf5c029709ed2e657224e5bc8b60b6,2022-10,Gwent Police,Gwent Police,-2.946111,51.574214,On or near Queensway Meadows,W01001646,Newport 015E,Investigation complete; no suspect identified
2e5d7c2546b7cdf8e1d9ef8bed583c20de30b0b9d8b19f1b2f304b76e393e3fd,2022-10,Gwent Police,Gwent Police,-2.995996,51.585463,On or near Charles Street,W01001687,Newport 014D,Investigation complete; no suspect identified
7d3ce49051c892b28a1be7c6f0696ffcc54a9a9cc46eb84dba20020cc9bcec86,2022-10,Gwent Police,Gwent Police,-2.995376,51.589042,On or near ,W01001685,Newport 014B,Investigation complete; no suspect identified
3359f040f47f6eb87a5c16e9782d8787aeca65270e83fe2147d2e21f9128672e,2022-10,Gwent Police,Gwent Police,-3.276982,51.608215,On or near Commercial Street,W01001332,Caerphilly 018C,Investigation complete; no suspect identified
9974b63628f723e984b6fc5ca5edde38366f5ee62d402670d356b9642cf7ff3f,2022-10,Gwent Police,Gwent Police,-2.999810,51.597452,On or near ,W01001681,Newport 006B,Investigation complete; no suspect identified
af9f1287703970047f9f8d1a7452ad0e5e27b5ba4a99d26ec426292e0ac3a2d4,2022-10,Gwent Police,Gwent Police,-3.061748,51.587584,On or near Welsh Oak Way,W01001672,Newport 009C,Investigation complete; no suspect identified
37d84bc34d9d35510f132b20d7e60c6d6df9809f0c24ebfa29d865f51e01ed1f,2022-10,Gwent Police,Gwent Police,-3.197082,51.668115,On or near Hillside Terrace,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
f24cf1f956999ce934bf67dc91f03d92a2402adf2282663aa8fa17f549b77372,2022-10,Gwent Police,Gwent Police,-2.997055,51.587010,On or near Waters Lane,W01001687,Newport 014D,Investigation complete; no suspect identified
a45703a619d19e1df2fa07277d18ca4539332e71f8881e86a0689c80eb471e95,2022-10,Gwent Police,Gwent Police,-3.137488,51.699693,On or near Cae Felin Street,W01001466,Blaenau Gwent 009C,Investigation complete; no suspect identified
022b495e8540febd381e4a8370ec9ebecd79b2203db6a35c748f31eacf9c60f3,2022-10,Gwent Police,Gwent Police,-3.001919,51.598810,On or near Walford Street,W01001684,Newport 006E,Investigation complete; no suspect identified
38ea80d94ad610545fe2e3c458bc32f4083172e474e7d9ea1ba945cf264e5022,2022-10,Gwent Police,Gwent Police,-3.128687,51.632709,On or near Pond Row,W01001329,Caerphilly 014C,Investigation complete; no suspect identified
75137ad09cf036ea2354df993b304d1a7127ac1ccee11117ba2e9a3e68bf2ef3,2022-10,Gwent Police,Gwent Police,-3.170919,51.791761,On or near Blaen-Nant Road,W01001467,Blaenau Gwent 005D,Investigation complete; no suspect identified
1b213f42d57c730746681516aa80d5ef9a6b4914939f27c0cfbb87b86f4b48ee,2022-10,Gwent Police,Gwent Police,-2.947218,51.584464,On or near Arthur Bliss Road,W01001609,Newport 015B,Investigation complete; no suspect identified
5dd85a1148b79dae258e85d1ac6794a244218fdb38912f11d9c5c3671d1a366e,2022-10,Gwent Police,Gwent Police,-3.220018,51.644519,On or near Gelli-Deg Street,W01001369,Caerphilly 012D,Investigation complete; no suspect identified
8df08038d467d58d20cab3541a288df8b3dcc7ba059e53fdb3161cc7b8d7f493,2022-10,Gwent Police,Gwent Police,-3.009070,51.613972,On or near Russell Drive,W01001652,Newport 002B,Investigation complete; no suspect identified
9afef748b66a574c7dc46101dcb904672314383557effe3bd706f09c087630d3,2022-10,Gwent Police,Gwent Police,-2.997015,51.588512,On or near Griffin Street,W01001685,Newport 014B,Investigation complete; no suspect identified
e777184d6b23d446fef683aa1b19f3697ddd51ed674c8e259c635517c2bc1937,2022-10,Gwent Police,Gwent Police,-3.036640,51.661441,On or near The Leas,W01001539,Torfaen 009E,Investigation complete; no suspect identified
ee47ade0363e974aa6f543530aaedfd0c888db1e43ddf3b4c2969b318aa0dd78,2022-10,Gwent Police,Gwent Police,-2.717867,51.810659,On or near Monnow Street,W01001554,Monmouthshire 004C,Investigation complete; no suspect identified
a8b40be509dc3eb92b144da41c367a1c49685c7ddda25816980e06551ca86126,2022-10,Gwent Police,Gwent Police,-2.929048,53.047590,On or near Preston Road,W01000383,Wrexham 020A,Investigation complete; no suspect identified
eaa78ddd20f6c6597f1791bf5dc73f6628abe63ae7eecb9e6a6f3f805774beb2,2022-10,Gwent Police,Gwent Police,-3.224007,51.573118,On or near Florence Grove,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
3033e8fde41080e95cc2833f963f4f26d7c5f8cba580041456b1eb2f705c9b2f,2022-10,Gwent Police,Gwent Police,-3.224007,51.573118,On or near Florence Grove,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
a2834e02ae33034600f9fc3da9d0c903a592135297f8bd1964eb11b399e5afc0,2022-10,Gwent Police,Gwent Police,-3.021502,51.653697,On or near ,W01001506,Torfaen 010A,Investigation complete; no suspect identified
e35f3792c054fb1f6460da7c3166ad071a48a64cb54bc5df4747c202c253b259,2022-10,Gwent Police,Gwent Police,-3.024016,51.612619,On or near Plym Walk,W01001622,Newport 003F,Investigation complete; no suspect identified
845e96202d910262f69056e74b20712adf190e8d9c752923991290fbe261f809,2022-10,Gwent Police,Gwent Police,-2.896871,51.607716,On or near ,W01001639,Newport 004A,Investigation complete; no suspect identified
28935685db517089aab185f10a302d087044165c6d7e1eba44a9c6bc121b2ff5,2022-10,Gwent Police,Gwent Police,-3.023752,51.654774,On or near ,W01001506,Torfaen 010A,Investigation complete; no suspect identified
f9a713773b3ea3ff77caa19df8d7529ac546497e57321c71037ce29e18845bb8,2022-10,Gwent Police,Gwent Police,-3.257830,51.784443,On or near Ffordd Aneurin Bevan,W01001480,Blaenau Gwent 003E,Investigation complete; no suspect identified
202e4c29b983b6da06d2f20e1d10675f34b90b42001270c71695da3226fa0ca7,2022-10,Gwent Police,Gwent Police,-3.207583,51.776347,On or near ,W01001460,Blaenau Gwent 007E,Investigation complete; no suspect identified
12f6e8a271657d1ddf7002c44e4a9e52a6ebe9344de917d44901b77edcb61df0,2022-10,Gwent Police,Gwent Police,-3.225811,51.801793,On or near Phillips Close,W01001471,Blaenau Gwent 001E,Investigation complete; no suspect identified
7c6ed2eb8dc0857f449b4f298298aa3c85aea8b86e7dfe24d129978a2c0e3b30,2022-10,Gwent Police,Gwent Police,-3.225186,51.585839,On or near ,W01001371,Caerphilly 022A,Investigation complete; no suspect identified
d63cf290b06963869a34878018bb9d8ea8f85bec97d21e4d294512c782b3cf82,2022-10,Gwent Police,Gwent Police,-2.948579,51.583977,On or near Gibbons Close,W01001609,Newport 015B,Investigation complete; no suspect identified
95057937c57c199c49e07849af5c9bf9c456ac3d395a7887c66e01a0b5889759,2022-10,Gwent Police,Gwent Police,-3.175578,51.797514,On or near B4248,W01001467,Blaenau Gwent 005D,Investigation complete; no suspect identified
bcdf7fd8141e76be3f953491cb54714c435d8fb44b6798140d37a71b18e486a3,2022-10,Gwent Police,Gwent Police,-3.017745,51.821986,On or near ,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
7de991031be59309465a4bda2132ce18ba1a3c817c1c5c5d22eff46f056a83a3,2022-10,Gwent Police,Gwent Police,-2.495560,51.817201,On or near Ashmead Road,E01022236,Forest of Dean 004A,Investigation complete; no suspect identified
aa17ae65f7b835b779accf47e445df7d187a2b88cafa0731929fc7e1ec3253f8,2022-10,Gwent Police,Gwent Police,-2.727719,51.809915,On or near Craig-Y-Dorth View,W01001553,Monmouthshire 004B,Investigation complete; no suspect identified
c93bedff366bae7a385e84ebd86fd07fda318debd83126916f8472fd32b7ad2e,2022-10,Gwent Police,Gwent Police,-3.141786,51.678476,On or near Hillside,W01001359,Caerphilly 006D,Investigation complete; no suspect identified
8038f3c166308c9afba7bec863a59622446712aecea7b23db5a5f403016a4c36,2022-10,Gwent Police,Gwent Police,-3.226813,51.800227,On or near Winterson Close,W01001470,Blaenau Gwent 001D,Investigation complete; no suspect identified
d77a1d13ce2ab1d99c9da75ace38db7bebb46298f0c6ace31037d4720dd04176,2022-10,Gwent Police,Gwent Police,-2.705934,51.815586,On or near Old Dixton Road,W01001554,Monmouthshire 004C,Investigation complete; no suspect identified
622202d92f3bc89affe447a6f24a6d4e8f35d39a7c6d686ff32bb72498e626f2,2022-10,Gwent Police,Gwent Police,-3.021502,51.653697,On or near ,W01001506,Torfaen 010A,Investigation complete; no suspect identified
86d9622efcb503ab8ee68f22ecb4674d22ee94828f753df72b74d3bfd99d376e,2022-10,Gwent Police,Gwent Police,-3.222236,51.571141,On or near Rectory Road,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
19fc6bae82a1e1ad04ede143e3e3e8e02eda659f683e9a05550ab81ce4676ff0,2022-10,Gwent Police,Gwent Police,-2.943025,51.576424,On or near Seven Stiles Avenue,W01001646,Newport 015E,Investigation complete; no suspect identified
9b40fa9339a1baaf27c780d6a2243e5e4d6ad27ab94d6b5e38b9f36f34419978,2022-10,Gwent Police,Gwent Police,-3.097140,51.770048,On or near Coity Terrace,W01001489,Torfaen 001C,Investigation complete; no suspect identified
aad8b25fb36419d01fd61f3c2c585f8da548fe733fe460b7824c529dbcbb3c43,2022-10,Gwent Police,Gwent Police,-3.002493,51.583591,On or near York Place,W01001687,Newport 014D,Investigation complete; no suspect identified
b3acba9dad906a237a058944ff1068bec1d23dd831884e6d25fb609fffdccb3b,2022-10,Gwent Police,Gwent Police,-3.222584,51.692094,On or near Commercial Street,W01001326,Caerphilly 003B,Investigation complete; no suspect identified
62294f980d97eee7871eeae919ade02faab47c3217ec6dc6cd535fd1dada2123,2022-10,Gwent Police,Gwent Police,-3.217963,51.671911,On or near Waun Borfa Road,W01001388,Caerphilly 007D,Investigation complete; no suspect identified
3f192942ba06086d9537bc49a7c61d844d154da320c9a390180c7f7dfcb28b44,2022-10,Gwent Police,Gwent Police,-3.030576,51.611465,On or near Tone Close,W01001617,Newport 003A,Investigation complete; no suspect identified
79d06f4cd011dcf9800e74ffdca3bb99b3db2624ce9152efcf284da9449478cf,2022-10,Gwent Police,Gwent Police,-2.991950,51.572684,On or near Alice Street,W01001660,Newport 018B,Investigation complete; no suspect identified
e456ce91e47b69a193cb3179ce72adbfc6b91bd379e8708d557f9316d635164e,2022-10,Gwent Police,Gwent Police,-2.836517,51.741512,On or near ,W01001581,Monmouthshire 005E,Investigation complete; no suspect identified
935ec57e16837e39cabdc82c5c835455ca8db015b32041ded955409554bcc698,2022-10,Gwent Police,Gwent Police,-3.246509,51.769251,On or near ,W01001478,Blaenau Gwent 006C,Investigation complete; no suspect identified
70a73d05a996596947d6ea9a0a65355b237765d58a3c1939cb44bc985cb08ae4,2022-10,Gwent Police,Gwent Police,-2.739277,51.586139,On or near Estuary View,W01001589,Monmouthshire 010E,Investigation complete; no suspect identified
039bf9bb7ef66b801d50d1896d0e26e3628aef38ec7006d12ebb7a100e563798,2022-10,Gwent Police,Gwent Police,-3.084167,51.781453,On or near ,W01001487,Torfaen 001A,Investigation complete; no suspect identified
366bd418bcb3279a28c24267534e330aa013559a33b49722235dca458a872094,2022-10,Gwent Police,Gwent Police,-3.386919,51.949316,On or near Belle Vue Gardens,W01000493,Powys 017E,Investigation complete; no suspect identified
a877acfaf7838bf3ed33c4b2f36ae8c432944d29d90620b394a29186f3df229e,2022-10,Gwent Police,Gwent Police,-2.958016,51.581095,On or near Brookfield Close,W01001648,Newport 015G,Investigation complete; no suspect identified
ac34e0141f3bdeb99ec37999525ff03ac5b8777123ece9916cb61b17b8258bcd,2022-10,Gwent Police,Gwent Police,-3.021161,51.655255,On or near ,W01001506,Torfaen 010A,Investigation complete; no suspect identified
e5ca7a36536d2eadabb1531fc902e6a0eb7e1780a541d0cf38f275c1313987b8,2022-10,Gwent Police,Gwent Police,-2.963611,51.577452,On or near Steel Close,W01001647,Newport 015F,Investigation complete; no suspect identified
376c2efdb82980b41fd5e72c21a8bcc351d3d039992d63ca26318e2c98bf9fa1,2022-10,Gwent Police,Gwent Police,-3.020427,51.825083,On or near Park Road,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
ad062e164c7a868551001fad65eefb09b7c96d071fbb6c7fa58c20634a509c52,2022-10,Gwent Police,Gwent Police,-2.951181,51.581375,On or near Moorland Avenue,W01001645,Newport 015D,Investigation complete; no suspect identified
c0bdb2839b7c5e1d01571158a8e3aa35cc2924301be5aeec345074429095691d,2022-10,Gwent Police,Gwent Police,-3.092451,51.606284,On or near Foundry Road,W01001409,Caerphilly 016C,Investigation complete; no suspect identified
e219030f55abea5583ebc6905ceacccac992b665734e0cbb905f81c96c4d3591,2022-10,Gwent Police,Gwent Police,-3.178459,51.521513,On or near Rhyd-Y-Penau Close,W01001731,Cardiff 008B,Investigation complete; no suspect identified
862535afc68f91c342ed73f6684e20cb99e6ba7178756d67ce8bca0ad4bd9146,2022-10,Gwent Police,Gwent Police,-2.993437,51.586591,On or near ,W01001687,Newport 014D,Investigation complete; no suspect identified
ee8453284a711d387a91985fcca0008a5aae21af9a47ad8ebe7e4b5a5c9f1962,2022-10,Gwent Police,Gwent Police,-3.006334,51.610435,On or near Westfield Avenue,W01001654,Newport 002D,Investigation complete; no suspect identified
3e7b70ed59b3f7bf3c885d5f084268a6c25e381d69af3689b95f1ad90ba04475,2022-10,Gwent Police,Gwent Police,-3.223978,51.481770,On or near Rhodri Morgan Way,W01001709,Cardiff 040A,Investigation complete; no suspect identified
1cdee094f9188d6fe0dbbec93f3bcf44a257f9b8ab8af8423af298d8541afb03,2022-10,Gwent Police,Gwent Police,-3.201950,51.778725,On or near Heol Cae Ffwrnais,W01001460,Blaenau Gwent 007E,Investigation complete; no suspect identified
7d2bee6649f8820cf456326004887c2f54d7fee40510bfb058e80e3723fd174e,2022-10,Gwent Police,Gwent Police,-2.759718,51.586269,On or near Chaucer Close,W01001598,Monmouthshire 010F,Investigation complete; no suspect identified
ca60ecfcb23370744e1d8f5353a48664e737804459563145426fc7af5f9e1f54,2022-10,Gwent Police,Gwent Police,-2.951873,51.582026,On or near Liswerry Road,W01001645,Newport 015D,Investigation complete; no suspect identified
4e95996154a1a0738c9abdfd6a699a6a1cab8509b2f90c01be23d810c3d35ee3,2022-10,Gwent Police,Gwent Police,-3.005459,51.648584,On or near Kidwelly Road,W01001507,Torfaen 008D,Investigation complete; no suspect identified
c4c30f3bd22425fc3b1901b2d5f9edef34a95218ebfc37fc7a70724d26dacdb5,2022-10,Gwent Police,Gwent Police,-3.023752,51.654774,On or near ,W01001506,Torfaen 010A,Investigation complete; no suspect identified
30886298f8216e1c1f074446eca465fb23b3723451a3e381e8a4c5a5b19891e9,2022-10,Gwent Police,Gwent Police,-3.280307,51.748324,On or near Board Street,W01001406,Caerphilly 001D,Investigation complete; no suspect identified
bc7072f0946b14b4819abdab06b3cc1f0937cc1c1085d1b5d4f3fd2053bcdfde,2022-10,Gwent Police,Gwent Police,-2.973352,51.582893,On or near Caldicot Street,W01001644,Newport 013C,Investigation complete; no suspect identified
c9a4ed03ca248db3ee725e040afce16eb955ba0ed96ffa3577cd88ffcca3cb88,2022-10,Gwent Police,Gwent Police,-3.226438,51.676210,On or near Vere Place,W01001362,Caerphilly 003C,Investigation complete; no suspect identified
0d61dd646a4ca380fcf5f317472e892f03a0ed58483c319acc0f8646d4e69f3d,2022-10,Gwent Police,Gwent Police,-3.027327,51.653062,On or near ,W01001528,Torfaen 010D,Investigation complete; no suspect identified
3374b0316a6f17cfc5f69395616288a7885ae72bc82517a8e097774c7dc2783d,2022-10,Gwent Police,Gwent Police,-2.982117,51.579709,On or near East Dock Close,W01001661,Newport 018C,Investigation complete; no suspect identified
e2bef9c12844fe475f432ae6e9b60c23818f3b11229ad1551328c1a334d54248,2022-10,Gwent Police,Gwent Police,-3.028095,51.607764,On or near Don Close,W01001620,Newport 003D,Investigation complete; no suspect identified
0a8fbbb9dc94cbbf98d2694f34e24045c8f95ccf1d6ee9f1f99a0f6ad4ae4828,2022-10,Gwent Police,Gwent Police,-3.024066,51.661668,On or near Station Terrace,W01001522,Torfaen 007D,Investigation complete; no suspect identified
86bbc603cbd79933e9416836a1bb8346fe61fe48bfa16f5168285a4832ab3e1a,2022-10,Gwent Police,Gwent Police,-2.821622,51.798651,On or near Waste Road,W01001575,Monmouthshire 005D,Investigation complete; no suspect identified
e6d1528faa573193b09778c8420b4b026af94470ea07056b073e904df986ca4f,2022-10,Gwent Police,Gwent Police,-3.165960,51.593060,On or near Dickens Court,W01001345,Caerphilly 021C,Investigation complete; no suspect identified
ca30f9134b5438535bb509afca9b4d2005ea30c60bd305de21621e00ce679375,2022-10,Gwent Police,Gwent Police,-3.264658,51.707186,On or near Mill Road,W01001360,Caerphilly 002A,Investigation complete; no suspect identified
e6f4dbae4d8c53b7ecde2b257dab3cda8837e4dc33a7effc79ed50fc1c9efebb,2022-10,Gwent Police,Gwent Police,-3.277685,51.743182,On or near Tynewydd Street,W01001406,Caerphilly 001D,Investigation complete; no suspect identified
9efda25d46199b9dc26c71b45c70ffde2c66b0167b2d8b9d644b7cfb979160be,2022-10,Gwent Police,Gwent Police,-3.211023,51.784638,On or near ,W01001458,Blaenau Gwent 004E,Investigation complete; no suspect identified
9918e62a4b0b4ee8cfb078b02f34b9ab2981bd47eeee778069150c0237a9d376,2022-10,Gwent Police,Gwent Police,-2.943025,51.576424,On or near Seven Stiles Avenue,W01001646,Newport 015E,Investigation complete; no suspect identified
166506dc9d26492c446f92249883180d34eb3372cc0b16215c96069908974d67,2022-10,Gwent Police,Gwent Police,-2.950222,51.578982,On or near Pont Faen Road,W01001646,Newport 015E,Investigation complete; no suspect identified
3effa90cd6f3fb88a93694834314a317c7c070de0b054ddc32b2c9fbbf4ab8ae,2022-10,Gwent Police,Gwent Police,-3.219065,51.589607,On or near Bro Ger-Y-Nant,W01001371,Caerphilly 022A,Investigation complete; no suspect identified
439eb13319c0f4a8955a50765c70c369ab5f3861e2491fba2380987e71349967,2022-10,Gwent Police,Gwent Police,-3.017612,51.823813,On or near Priory Lane,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
0e01575216dfd0fd0df3b16762c154ccd3017fe387c4e49f46a599583807f140,2022-10,Gwent Police,Gwent Police,-2.987886,51.575551,On or near ,W01001659,Newport 018A,Investigation complete; no suspect identified
0adb9504ab02968664640ef82763e28e7150a29b1bb9b60a2b38c44e8f741ffd,2022-10,Gwent Police,Gwent Police,-3.216408,51.589032,On or near Heol Cae Bach,W01001371,Caerphilly 022A,Investigation complete; no suspect identified
3970c2cc6d1dbf6b9769deed985c23c6399e57cc637149a32ec85543a4c9159b,2022-10,Gwent Police,Gwent Police,-3.212557,51.803999,On or near Carmel Close,W01001441,Blaenau Gwent 001B,Investigation complete; no suspect identified
a201c32c438e390a9418d3e8dee009eb56d83256d285d6c7fa297aa2c9cb235a,2022-10,Gwent Police,Gwent Police,-3.220214,51.689502,On or near William Street,W01001326,Caerphilly 003B,Investigation complete; no suspect identified
892471e5a0df8158f27140610276191d8ccf55fe4789096d8f6a1ca7f83a15a1,2022-10,Gwent Police,Gwent Police,-3.220214,51.689502,On or near William Street,W01001326,Caerphilly 003B,Investigation complete; no suspect identified
9127e3c960e51cfa8b8fd96c1c47bfc587cb5398aaa3c662896c548dfbc8345a,2022-10,Gwent Police,Gwent Police,-3.187635,51.797752,On or near Western Avenue,W01001447,Blaenau Gwent 002B,Investigation complete; no suspect identified
