Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
a8912514922494a5acaa50c9a0a18ce7c7ae37d2fd03519e97e1c5c064bfbc13,2022-11,Gwent Police,Gwent Police,,,No location,,,Suspect charged
9394980828f91d7225f7e0398a0cef9d598d436e2b7e911098f172e7247a78a5,2022-11,Gwent Police,Gwent Police,,,No location,,,Investigation complete; no suspect identified
fe3448b259439b0e7ec6605e9c9a31c76c47cd5f3bc813182d87a7272958a274,2022-11,Gwent Police,Gwent Police,-3.237418,51.633358,On or near Edward Street,W01001434,Caerphilly 013F,Investigation complete; no suspect identified
5ad0c574681cff6731d245264f959385f1d706b9f0dc616665f6a3b4ea2d234f,2022-11,Gwent Police,Gwent Police,-2.929129,51.594877,On or near ,W01001664,Newport 010A,Investigation complete; no suspect identified
f54881a071ae4a0c8c66eebd482256899ec7f4d41a92420cffa766fe0e0cc15c,2022-11,Gwent Police,Gwent Police,-3.147924,51.853435,On or near ,W01001904,Powys 018G,Investigation complete; no suspect identified
e1c8af7814e34180985789cafab35151e26380967e4d0b72afd67c2b34ba5569,2022-11,Gwent Police,Gwent Police,-3.006497,51.666738,On or near Springfield Close,W01001510,Torfaen 005A,Investigation complete; no suspect identified
d638152e68671bd74ff49d5b79cf3a1e22cbf37016228f9c0fe64972355f0b5f,2022-11,Gwent Police,Gwent Police,-3.211517,51.589640,On or near ,W01001372,Caerphilly 022B,Investigation complete; no suspect identified
a7910ba804949af003b9d2fd29e80fb212db4ea70fffbc0d266dfa063ccfe9f7,2022-11,Gwent Police,Gwent Police,-3.043815,51.640859,On or near Teynes,W01001492,Torfaen 012A,Investigation complete; no suspect identified
3b467d70bff81311cbcd8ba21c55000157fb235a299d36cbb3d4e1579dfcdfa6,2022-11,Gwent Police,Gwent Police,-3.274335,51.751779,On or near Tan-Y-Bryn,W01001376,Caerphilly 001C,Investigation complete; no suspect identified
33cff7a21c4bfb87b80c1232ce1b01d22938264414e9665809cb78fa9ceed17d,2022-11,Gwent Police,Gwent Police,-3.049736,51.658204,On or near Llanderfel Court,W01001536,Torfaen 009C,Investigation complete; no suspect identified
75c08f8478e07ac2c86709c53c5ac3ecba5414ade13bbf9ebc380662b038782c,2022-11,Gwent Police,Gwent Police,-3.295612,51.736962,On or near Coronation Crescent,W01001361,Caerphilly 002B,Investigation complete; no suspect identified
1c28252a81424f7be5ce69572c987753f14dd59ed8c87a32966b005c16e3ba40,2022-11,Gwent Police,Gwent Police,-2.732983,51.812517,On or near Clos Briallen,W01001553,Monmouthshire 004B,Investigation complete; no suspect identified
107f5f15e5d2c56ea8fc19eac67c35a3b33471bf074a4fa1ea36e41e896c1a24,2022-11,Gwent Police,Gwent Police,-3.087878,51.608286,On or near Maple Avenue,W01001410,Caerphilly 016D,Investigation complete; no suspect identified
1dfc0bac0a65fd7a329f4ee3035b01d63d22e6145a419655fbabfb9d0c60891a,2022-11,Gwent Police,Gwent Police,-3.023252,51.652459,On or near ,W01001506,Torfaen 010A,Investigation complete; no suspect identified
552c903072c8e1aec4903b846534f5b3151fdec800c6fca34f59cee96c9ffd40,2022-11,Gwent Police,Gwent Police,-3.253499,51.769428,On or near Attlee Close,W01001479,Blaenau Gwent 006D,Investigation complete; no suspect identified
0bee6fc7138b33ce3be2c0e2faa7100c6cd20a11ce7da32206f73e96879bb5f1,2022-11,Gwent Police,Gwent Police,-3.049706,51.658789,On or near Tern Court,W01001536,Torfaen 009C,Investigation complete; no suspect identified
71d13196f59a618c1cb92c22db55d277650b0d877567be01152a1e8f2bbc1bb9,2022-11,Gwent Police,Gwent Police,-2.948130,51.594986,On or near Cotswold Way,W01001665,Newport 008D,Investigation complete; no suspect identified
9a9857de30a7a257da548a42522c2e6f95ea4221341cdecf0eb07b8cb89f4159,2022-11,Gwent Police,Gwent Police,-2.760610,51.595605,On or near Oakley Way,W01001908,Monmouthshire 010G,Investigation complete; no suspect identified
828476ad3caabd5a65456cd86ac4d6f9fb205c4e0059ecc0776e848d2e0ed8e9,2022-11,Gwent Police,Gwent Police,-3.231430,51.604323,On or near ,W01001368,Caerphilly 019C,Investigation complete; no suspect identified
0501cec7a96650400a47bfbc6bc6038a97bf7d7f69555561159e35f1a247ac59,2022-11,Gwent Police,Gwent Police,-2.989128,51.571629,On or near Brunel Street,W01001660,Newport 018B,Investigation complete; no suspect identified
7714d4ab661add4f5e251df7588855efdb7c815d1e9c81ed968d3f67beb4c7e7,2022-11,Gwent Police,Gwent Police,-3.025982,51.560819,On or near Jamaica Circle,W01001913,Newport 020F,Investigation complete; no suspect identified
6ed9518eef32e9977fa531d500bdc2df01fdb2c7053a28079b7f8785d2282b07,2022-11,Gwent Police,Gwent Police,-3.185903,51.660952,On or near ,W01001403,Caerphilly 011C,Investigation complete; no suspect identified
4336bcb8f0fb6016d3f1453b3dab33574b4709f0c43a7303e875193166cab90e,2022-11,Gwent Police,Gwent Police,-3.230666,51.605428,On or near High Street,W01001368,Caerphilly 019C,Investigation complete; no suspect identified
2c32a6c91890ad67779c507228d0afd0d4177248214c348b8cdeececcc90b1cf,2022-11,Gwent Police,Gwent Police,-3.194820,51.668453,On or near ,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
1907cfa1e10278b4e8ba788e7fece79863da170fab98ac15dac23617551aa480,2022-11,Gwent Police,Gwent Police,-2.999899,51.606776,On or near Brynglas Drive,W01001682,Newport 006C,Investigation complete; no suspect identified
da88be8daa2ce2a0c466dbe53525e0b653b416b23f7001c14a93e163270cc78d,2022-11,Gwent Police,Gwent Police,-3.190580,51.661970,On or near ,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
5208b4093a3fcbc8d1be8d25fbcc93fa04755a63d8f89ac8d1a60c98a37c9c99,2022-11,Gwent Police,Gwent Police,-3.196256,51.570311,On or near ,W01001419,Caerphilly 021D,Investigation complete; no suspect identified
4fc744d3019bf6d3ff27e613c81d06d89c44777e2dcd7c6d272d4a06574f2b81,2022-11,Gwent Police,Gwent Police,-2.944325,51.578014,On or near ,W01001646,Newport 015E,Investigation complete; no suspect identified
e3dc6f5a5ab9a189063e03037c2a7e37bd5f25911e42d06ce1d98225cc4586a7,2022-11,Gwent Police,Gwent Police,-2.760080,51.588937,On or near Newport Road,W01001598,Monmouthshire 010F,Investigation complete; no suspect identified
c116658baed18e4b02da889b833db55b0083597dce79ff6689baa6acf5aa0b74,2022-11,Gwent Police,Gwent Police,-2.995911,51.586840,On or near ,W01001687,Newport 014D,Investigation complete; no suspect identified
fb75f05e3c4a413bb33d7b064e26771eb16aef0abdc0ca6ed0e0b4b9fe6eca82,2022-11,Gwent Police,Gwent Police,-3.195761,51.668470,On or near High Street,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
3355ebe0968c2221a40ded25a90f57b565e24fd7e628ea12c5d08dfdba840a74,2022-11,Gwent Police,Gwent Police,-3.223483,51.641713,On or near Vale View,W01001369,Caerphilly 012D,Investigation complete; no suspect identified
f302948288a6a591e22d4f5e36072310c3034f372f8b09f94cd7c79f55c72991,2022-11,Gwent Police,Gwent Police,-3.014622,51.577355,On or near Browning Close,W01001630,Newport 017B,Investigation complete; no suspect identified
21d0b9757e60a6145d8a85d2e3a35d69367c964b8d1625d42fb26721eebff149,2022-11,Gwent Police,Gwent Police,-2.959450,51.586154,On or near Sycamore Avenue,W01001607,Newport 015A,Investigation complete; no suspect identified
7b63df0d613204e6f3e1da356f5b6aed6bfe1994163d230e96cf684aa065abae,2022-11,Gwent Police,Gwent Police,-3.236896,51.579637,On or near Tegfan,W01001396,Caerphilly 023D,Investigation complete; no suspect identified
f1e5aabb05e53bb401b23754020e03cdbbfecd6454ea843a77bba3e5c7af955b,2022-11,Gwent Police,Gwent Police,-3.047425,51.556026,On or near Nanty-Moor Close,W01001913,Newport 020F,Investigation complete; no suspect identified
1b5da1396c7fd5e63c006b4a8212aa4a9969406874684632c6d19798ccc94f1f,2022-11,Gwent Police,Gwent Police,-2.929167,51.593915,On or near Cot Farm Close,W01001666,Newport 010B,Investigation complete; no suspect identified
8a999bac1ab1a2c40895ad77b4966f3a9762e6f3cf7842c5d02efc1a23678fcf,2022-11,Gwent Police,Gwent Police,-3.052475,51.710879,On or near Hill Street,W01001529,Torfaen 003B,Investigation complete; no suspect identified
20aaf2424ca00f7c9439a6701ab9d212e204b5bb41119c0012c3e65ea85f975a,2022-11,Gwent Police,Gwent Police,-3.196058,51.650664,On or near Highfield Road,W01001405,Caerphilly 011E,Investigation complete; no suspect identified
fd0dc32482d1ef2f0c738a76b5c846b606b5761f5448db4cba239f56d211f2d9,2022-11,Gwent Police,Gwent Police,-2.992159,51.578293,On or near Coulson Close,W01001662,Newport 018D,Investigation complete; no suspect identified
c54aeb910ed9c9360bcfb7a83e4db53d6ee4ddc3c7f71976e923217264f6f35f,2022-11,Gwent Police,Gwent Police,-2.997721,51.588461,On or near Cambrian Road,W01001685,Newport 014B,Investigation complete; no suspect identified
1699ae46d1a991e9982a0196010f8f487d2ba49213306e11366c41ab2a605774,2022-11,Gwent Police,Gwent Police,-3.284310,51.759700,On or near ,W01001375,Caerphilly 001B,Investigation complete; no suspect identified
190cdd82c98f883c6818547fb8f1f570cdfda560a708b0a5500b9aa0264929b5,2022-11,Gwent Police,Gwent Police,-3.271028,51.602363,On or near Gelli Terrace,W01001333,Caerphilly 018D,Investigation complete; no suspect identified
b7bd53a22b345cf143a7b53b436a7306fb5facbe23fc6e9d11b3d78441f9bfb6,2022-11,Gwent Police,Gwent Police,-3.190580,51.661970,On or near ,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
e044190a7d31b82f0e6cf8f2e2039f6d12bca5cf9563c285d88694723ff06a04,2022-11,Gwent Police,Gwent Police,-2.993675,51.600130,On or near The Turnstiles,W01001683,Newport 006D,Investigation complete; no suspect identified
c3d830e1a7d6760b30b6cc3eb1772edfef48ec8760ced45425500f0123420549,2022-11,Gwent Police,Gwent Police,-3.060979,51.730395,On or near Greenwood Road,W01001484,Torfaen 002C,Investigation complete; no suspect identified
d67fcf0477f4724e3ee936473d8868205ba683d0b5055a284fdb448fb51aa588,2022-11,Gwent Police,Gwent Police,-3.221414,51.573829,On or near St Fagans Street,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
542cfc6d98607f30bd3379c76e053d5ad69d971f2d34a884957b4072ce7dd4dd,2022-11,Gwent Police,Gwent Police,-3.196428,51.665820,On or near ,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
f6e84c1622d992fe020e239ec77b3e09ae2f044332fdfe3c7ed4a33ab10d8f88,2022-11,Gwent Police,Gwent Police,-2.937409,51.579103,On or near Beetle Close,W01001649,Newport 004D,Investigation complete; no suspect identified
c9071e09d7363473d281a39ec70a093a0d5e5def179f85d854f527b586c1e2bc,2022-11,Gwent Police,Gwent Police,-2.756760,51.597626,On or near Neddern Way,W01001908,Monmouthshire 010G,Investigation complete; no suspect identified
8399c38240c94996e16905aed4772133e08f32b6368cb6269b0d69739af8c671,2022-11,Gwent Police,Gwent Police,-2.987886,51.575551,On or near ,W01001659,Newport 018A,Investigation complete; no suspect identified
a866a4e905aa3e97e7e50a4bb73e1ebefe253eff85d3b63b2601919c8338665a,2022-11,Gwent Police,Gwent Police,-2.762812,51.586608,On or near Longfellow Court,W01001598,Monmouthshire 010F,Investigation complete; no suspect identified
8cbea4be1dfacdc654cf6bdd3fdd8842f346b26bc38543d76704d5ff3de25d1e,2022-11,Gwent Police,Gwent Police,-2.956323,51.613182,On or near B4236,W01001623,Newport 001A,Investigation complete; no suspect identified
5a0f86366ffb9eafe2c1a39bf8ab8859e45f48db07568b900280b5cd83f80970,2022-11,Gwent Police,Gwent Police,-3.046982,51.645362,On or near Fairwater Close,W01001497,Torfaen 011A,Investigation complete; no suspect identified
c12b5117f20bdd596e273e9c68468a8c4a986481847c39fd37acbddf6eee16cf,2022-11,Gwent Police,Gwent Police,-2.979597,51.577985,On or near Alicia Crescent,W01001661,Newport 018C,Investigation complete; no suspect identified
1aaeeb8a1abc630d5702eac1cde270f902f4d90a4968c8ad0dbca1979d22e7b2,2022-11,Gwent Police,Gwent Police,-2.939602,51.587457,On or near Morley Close,W01001668,Newport 010D,Investigation complete; no suspect identified
9bf002c46ccfbde9220f2156d0e1c61140ede5d2e169c5d124b4cf30ccbf647f,2022-11,Gwent Police,Gwent Police,-3.162727,51.767529,On or near Zephaniah Way,W01001443,Blaenau Gwent 005A,Investigation complete; no suspect identified
0d815363944e5bd89b7bb7d80aaf2d08870fe7b9f0434b1baaeb63d37db53877,2022-11,Gwent Police,Gwent Police,-3.034899,51.646611,On or near Shakespeare Road,W01001528,Torfaen 010D,Investigation complete; no suspect identified
d2dc63b5eadd51f2c1f3975861750227ef5983caa1875dc9c61ffcc9f04eb6f3,2022-11,Gwent Police,Gwent Police,-2.993437,51.586591,On or near ,W01001687,Newport 014D,Investigation complete; no suspect identified
094b73962545baa7bf32066bc4b302c504e7e3378cd720e9ad4fc3db05bd4dc8,2022-11,Gwent Police,Gwent Police,-3.079210,51.597208,On or near ,W01001636,Newport 020A,Investigation complete; no suspect identified
88ba08f2e410c46e6ac3434d7b2f60e70df5cf55a18f6a6da6cb12593b03e8e7,2022-11,Gwent Police,Gwent Police,-2.991953,51.592700,On or near Frank Street,W01001676,Newport 007B,Investigation complete; no suspect identified
211f36478c08a56f7972410e47fa77cf160be80e0775dcabbde09d3b4fa94fa3,2022-11,Gwent Police,Gwent Police,-2.946149,51.575864,On or near ,W01001646,Newport 015E,Investigation complete; no suspect identified
db52e7333ba45d18d1adb619d630b4a8fb740459d86cfbef31684fb2dee7d978,2022-11,Gwent Police,Gwent Police,-3.047231,51.715062,On or near West Hill Road,W01001531,Torfaen 003D,Investigation complete; no suspect identified
dada52353cbb92d0b67ef8b9fd656f9705564d157fe175193fb8984718a5418d,2022-11,Gwent Police,Gwent Police,-3.239554,51.771429,On or near Greenfield Terrace,W01001462,Blaenau Gwent 006A,Investigation complete; no suspect identified
2dc38a8251ba9763b12a302f25a451187be1568f15c39dae692957b4d913ff4a,2022-11,Gwent Police,Gwent Police,-3.225186,51.585839,On or near ,W01001371,Caerphilly 022A,Investigation complete; no suspect identified
ba072cc5e6b8b4866d2608c03885c577b2942e66a11d7a4a31894bb0868379c0,2022-11,Gwent Police,Gwent Police,-2.996225,51.589346,On or near ,W01001685,Newport 014B,Investigation complete; no suspect identified
6732f5df4880be62fa3fbd340e04f6c4c1b40669c80eec2da4b4f64074d81221,2022-11,Gwent Police,Gwent Police,-2.950260,51.577381,On or near Fosse Close,W01001646,Newport 015E,Investigation complete; no suspect identified
34289981e790e18717093b227bb151c70f7ee9d70fa27fe90949106f7c583de7,2022-11,Gwent Police,Gwent Police,-3.235765,51.687865,On or near Vicarage Close,W01001336,Caerphilly 004A,Investigation complete; no suspect identified
bda41ee303e12bc93df4c8ecbd79857714defb8831a7a90801043657f7e25158,2022-11,Gwent Police,Gwent Police,-2.996517,51.594765,On or near Shaftesbury Street,W01001681,Newport 006B,Investigation complete; no suspect identified
b259d60e020210f2071bc83489894cea99078f5cf96fc37b20f3f760ae7a8403,2022-11,Gwent Police,Gwent Police,-2.946111,51.574214,On or near Queensway Meadows,W01001646,Newport 015E,Investigation complete; no suspect identified
28add4beeb1498712d24a0b34df8509ce1c1958f8b19e37576c5ce1d69d94300,2022-11,Gwent Police,Gwent Police,-3.246597,51.775911,On or near ,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
276cec406632cbc734c073798355e18fc0f3500ec5c9ff10b1a30806bbea5900,2022-11,Gwent Police,Gwent Police,-2.964972,51.577009,On or near St Andrews Place,W01001642,Newport 013A,Investigation complete; no suspect identified
be6e009d074bf96d34fc64b418b48e3c8be64c2e597f219110e61b17e6d8a9a1,2022-11,Gwent Police,Gwent Police,-2.973235,51.613204,On or near Home Farm Green,W01001624,Newport 001B,Investigation complete; no suspect identified
b1dd667a0392130fad0ba6d515ca59c1bdb96eb2b2f3beb2308853f8f4fd093d,2022-11,Gwent Police,Gwent Police,-3.204154,51.655616,On or near Mynyddislwyn Close,W01001402,Caerphilly 011B,Investigation complete; no suspect identified
12f7c272dba206fb0f73a25336cc5daf61dbd52d85d6a6b5b8da4f09990dda10,2022-11,Gwent Police,Gwent Police,-3.021502,51.653697,On or near ,W01001506,Torfaen 010A,Investigation complete; no suspect identified
2d38eb534ac76d4c95840b5f51d9fcf63768a69110beedec9865e2d5ce962f8f,2022-11,Gwent Police,Gwent Police,-3.029051,51.613654,On or near Itchen Close,W01001621,Newport 003E,Investigation complete; no suspect identified
2cdc5547e5accab847a8382d10f6da66683030fb6cc34c5806b1e62d2aa4bdd8,2022-11,Gwent Police,Gwent Police,-3.211558,51.797023,On or near Pen-Y-Lan,W01001442,Blaenau Gwent 001C,Investigation complete; no suspect identified
a5f099975df1bc77e9cf99ca262576a6261e3afb4dacdb6470e8a47d7af28064,2022-11,Gwent Police,Gwent Police,-2.972606,51.584463,On or near Loftus Grove,W01001644,Newport 013C,Investigation complete; no suspect identified
e0cf3cfeeec331886853c21dc403cbbf60281c3a36358572c649d5724acbbb66,2022-11,Gwent Police,Gwent Police,-3.269393,51.596554,On or near King Street,W01001330,Caerphilly 018A,Investigation complete; no suspect identified
6fd5f0c987a3311ade464f78c4941681a2a57178fee5660815f5fd9ac5bb1cb1,2022-11,Gwent Police,Gwent Police,-3.037604,51.612491,On or near Mole Close,W01001621,Newport 003E,Investigation complete; no suspect identified
9c660c56cf49b5163a0a12aebcc1c19d118a723b7a28f5c662e6e07fcdc40c34,2022-11,Gwent Police,Gwent Police,-2.951480,51.612277,On or near Cambria Close,W01001625,Newport 001C,Investigation complete; no suspect identified
0c98d00a00eb2a74a99f2f7a379f125cfd672a255ebfd57a0ba4c0bd026d7e72,2022-11,Gwent Police,Gwent Police,-2.692955,51.753499,On or near Woodlands,W01001595,Monmouthshire 007F,Investigation complete; no suspect identified
c3f327bb3d10def2f2fcc073ee90a3bc19911fe96633b053e5bedc23f11afefe,2022-11,Gwent Police,Gwent Police,-3.009873,51.687857,On or near Afon Close,W01001510,Torfaen 005A,Investigation complete; no suspect identified
c0d4131ec51fd2f306e9eaeb8cfb94ad66c2f4223c679a53e25dd88cab8f3d8a,2022-11,Gwent Police,Gwent Police,-3.017106,51.667186,On or near Avondale Close,W01001520,Torfaen 007B,Investigation complete; no suspect identified
34a0845a99fb7540a4a66934ad4b4c69ce658032c8a6f2605e795013759681a4,2022-11,Gwent Police,Gwent Police,-3.155001,51.770842,On or near Gwalia Terrace,W01001444,Blaenau Gwent 005B,Investigation complete; no suspect identified
2bf5b1e2c38861f98bdac403bdc25fb0b27ee801bb79cca130847867522ce8e6,2022-11,Gwent Police,Gwent Police,-3.010297,51.574920,On or near Lyndhurst Avenue,W01001629,Newport 017A,Investigation complete; no suspect identified
8b2f115b9dd2959123e75b59b56db545ef7e61f05d0461286e13f7c4950a3ca5,2022-11,Gwent Police,Gwent Police,-3.222772,51.664146,On or near Ivor Street,W01001387,Caerphilly 007C,Investigation complete; no suspect identified
ee5020643f0144087df881ab1fdde005bc488b736aa7f450b01eadce6402bca4,2022-11,Gwent Police,Gwent Police,-2.931279,51.594824,On or near ,W01001664,Newport 010A,Investigation complete; no suspect identified
c5a40fb384b27d83c6552579553482ace107e83d25fceddffe70c9d029be4920,2022-11,Gwent Police,Gwent Police,-3.222772,51.664146,On or near Ivor Street,W01001387,Caerphilly 007C,Investigation complete; no suspect identified
a4a54c051012dce26b12f2a7a7bd2e93a5a608fd9ac29993e23da771f4183114,2022-11,Gwent Police,Gwent Police,-2.955911,51.585338,On or near Aberthaw Drive,W01001607,Newport 015A,Investigation complete; no suspect identified
a4d40275d5cfa801185efdf34b0d50fff048037170e36865e9b087996107e010,2022-11,Gwent Police,Gwent Police,-2.954105,51.590757,On or near Farmwood Close,W01001606,Newport 008A,Investigation complete; no suspect identified
6bd1da08f53cc2b43de23c1d74221cc8f3e484943a51b987378142f1a6092430,2022-11,Gwent Police,Gwent Police,-1.267703,50.940786,On or near Heathen Street,E01023245,Winchester 013A,Investigation complete; no suspect identified
6ef8163026fc5de6e2697435649ad89ae994885ed051792e0504b4d5a75074c6,2022-11,Gwent Police,Gwent Police,-3.155826,51.743599,On or near Blaina Road,W01001435,Blaenau Gwent 008A,Investigation complete; no suspect identified
8b82d90fbd5e92f10162947d64fc69f86916a529fe6d02f332f178c2086af012,2022-11,Gwent Police,Gwent Police,-2.939722,51.596088,On or near ,W01001663,Newport 008C,Investigation complete; no suspect identified
ead194ba13da92549fc2ea1b18cb14486abb0e837144fe8d7b97638b7cfcae0d,2022-11,Gwent Police,Gwent Police,-2.945998,51.719428,On or near Cefn Mawr Lane,W01001560,Monmouthshire 006C,Investigation complete; no suspect identified
47c21109ae17de5c1779d4e6ff49405c071a21e33109242afd6d2e2ae34ed460,2022-11,Gwent Police,Gwent Police,-3.029043,51.647130,On or near The Beeches,W01001527,Torfaen 010C,Investigation complete; no suspect identified
848bf5ea986c387db4203f8af829e4eb16ab43ce9cb090bef61a555593e74719,2022-11,Gwent Police,Gwent Police,-3.196485,51.509767,On or near Rhydhelig Avenue,W01001776,Cardiff 021C,Investigation complete; no suspect identified
bec9a3285b6b0586e140cae9942d25fc32e5e96f6ad75e474a7b22923ede2e16,2022-11,Gwent Police,Gwent Police,-3.155001,51.770842,On or near Gwalia Terrace,W01001444,Blaenau Gwent 005B,Investigation complete; no suspect identified
41403035a191b0e86a8b7d1e5d5a45cb1c8522df8c3b797a42703b81d8984d39,2022-11,Gwent Police,Gwent Police,-3.194162,51.594449,On or near Brynfedw,W01001341,Caerphilly 020B,Investigation complete; no suspect identified
25caffe2afd79a287efe5f1e11285ce921d571cc5b416663cb33f244c10bf2dd,2022-11,Gwent Police,Gwent Police,-3.034803,51.648096,On or near Farlow Walk,W01001528,Torfaen 010D,Investigation complete; no suspect identified
ae58db489cff6381d3b57ecfd1eb890f7b3933e6fc5b1ff743143f32fa7eb045,2022-11,Gwent Police,Gwent Police,-3.138177,51.736956,On or near Montague Street,W01001455,Blaenau Gwent 008F,Investigation complete; no suspect identified
924d751c11013211cc9badd788261aea3a08fb47ebae16ab3affc3940f005573,2022-11,Gwent Police,Gwent Police,-3.052475,51.710879,On or near Hill Street,W01001529,Torfaen 003B,Investigation complete; no suspect identified
710490c6aceeea24cec4075079c3661853482f58b542825bff7e167d3a943eef,2022-11,Gwent Police,Gwent Police,-3.027984,51.557439,On or near Gerddi'r Cedrwydd,W01001688,Newport 019C,Investigation complete; no suspect identified
98dfc0f36e10aa254ccb731ff9b6f143c005d1eedf5ca7981c58c61dff5954a1,2022-11,Gwent Police,Gwent Police,-3.215167,51.780234,On or near Brynteg Terrace,W01001457,Blaenau Gwent 004D,Investigation complete; no suspect identified
ad60472819e85cb6b5662eff32a8041c3212063560c58a9365195fee657f97cb,2022-11,Gwent Police,Gwent Police,-3.002582,51.714696,On or near Southway,W01001513,Torfaen 005D,Investigation complete; no suspect identified
807f78db98774aa4288e548866fb77fed7c31ac6c0eeb2582ed0298eded96d80,2022-11,Gwent Police,Gwent Police,-3.240594,51.786604,On or near Heather Close,W01001473,Blaenau Gwent 003B,Investigation complete; no suspect identified
e320ffd3a39012ed17135b0ab3ea3025ff826b7a15d5fb7b1d49ecdbb4b18fdd,2022-11,Gwent Police,Gwent Police,-3.042688,51.638342,On or near Oxtens,W01001492,Torfaen 012A,Investigation complete; no suspect identified
9b366550d3c7d3297794a6652ee0af761610dc19697da123792e0fcdfa539ce7,2022-11,Gwent Police,Gwent Police,-3.030576,51.611465,On or near Tone Close,W01001617,Newport 003A,Investigation complete; no suspect identified
1eb2458ae0b6a5d400383d40e26ae67a3252930b49ffc51530170b8b66ec4798,2022-11,Gwent Police,Gwent Police,-3.001030,51.583325,On or near St Woolos Place,W01001687,Newport 014D,Investigation complete; no suspect identified
9b0af4fa5454ef5260552ddf5b7fa49846d65c9116d434d5350a491f35e30934,2022-11,Gwent Police,Gwent Police,-3.225186,51.585839,On or near ,W01001371,Caerphilly 022A,Investigation complete; no suspect identified
1de85ac6616985c41ee5c3bb36b5844c3e73d5004c35444822d0f8744efbfbb4,2022-11,Gwent Police,Gwent Police,-3.232278,51.600421,On or near Coed-Y-Brain Road,W01001367,Caerphilly 019B,Investigation complete; no suspect identified
755ca52d100a75283edd4cd8240efca11df5a87f2ace0b96810159641cdfd4d5,2022-11,Gwent Police,Gwent Police,-3.040691,51.649581,On or near Heol Thorncliffe,W01001526,Torfaen 010B,Investigation complete; no suspect identified
be47474fb643424289e8279a4ad6e3c5614bc5811438cf48a8d0cd972a325aed,2022-11,Gwent Police,Gwent Police,-2.993437,51.586591,On or near ,W01001687,Newport 014D,Investigation complete; no suspect identified
dbc3e5ab186f217ab044eec577848199d0f228d25b9098a73d1b978a39e98441,2022-11,Gwent Police,Gwent Police,-2.964415,51.587516,On or near Kenilworth Road,W01001611,Newport 011A,Investigation complete; no suspect identified
