Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
8f61cb4f1e556120622564363eb05d096729dd0ad827ab54cd25bfaf33aaa391,2022-12,Gwent Police,Gwent Police,,,No location,,,Unable to prosecute suspect
8ba190ded4153c2c39b02de1aba9c7fb28fddbff72ba8d8c7c57280bb0830964,2022-12,Gwent Police,Gwent Police,-3.043273,51.639928,On or near Willins,W01001492,Torfaen 012A,Investigation complete; no suspect identified
3c4b28d34721ebeadf98070792008e48faf91b157dc7e6bb9049cb862db44dd7,2022-12,Gwent Police,Gwent Police,-2.984940,51.582796,On or near ,W01001661,Newport 018C,Investigation complete; no suspect identified
5b97912e4fe30a8998ee980cf013b92ed6e3d2cdf4e3325061c77e90d490fa00,2022-12,Gwent Police,Gwent Police,-3.024066,51.661668,On or near Station Terrace,W01001522,Torfaen 007D,Investigation complete; no suspect identified
b8bf56acd101648eed3ba678c339258686efce1aee7b5d142621c198c37873d3,2022-12,Gwent Police,Gwent Police,-2.990802,51.592197,On or near East Usk Road,W01001676,Newport 007B,Investigation complete; no suspect identified
af995ee507ee29bca8359f318bf11796ba686b409000247a7aeadadbe20c13ba,2022-12,Gwent Police,Gwent Police,-3.046502,51.578648,On or near Ruperra Close,W01001637,Newport 016B,Investigation complete; no suspect identified
f0a821b55389357ffa075000e1ddec088c22701fba91bfae5cdad69d635f269a,2022-12,Gwent Police,Gwent Police,-2.960301,51.611432,On or near ,W01001628,Newport 001F,Investigation complete; no suspect identified
f33f649be0a1b1ecd27ae3b3393ea316008cd3723d7051f0b2170b0a311a79a8,2022-12,Gwent Police,Gwent Police,-3.259254,51.787170,On or near Station Road,W01001474,Blaenau Gwent 003C,Investigation complete; no suspect identified
64d0a1d3af6a1418dab5ba312d9d32b1231991b3e72a56fde6ee9d0014378e65,2022-12,Gwent Police,Gwent Police,-3.015665,51.638336,On or near Greenwillows,W01001504,Torfaen 013A,Investigation complete; no suspect identified
dd8d2d063de93d4a1b77bdc4577a45d84ef979555a832936f1f32a56829d1adf,2022-12,Gwent Police,Gwent Police,-3.133286,51.728416,On or near Somerset Street,W01001436,Blaenau Gwent 008B,Investigation complete; no suspect identified
a2e84b232788251050189c1f4af158b63795014989e446b58056eaa0257974f9,2022-12,Gwent Police,Gwent Police,-3.275261,51.752758,On or near Sunny Hill,W01001376,Caerphilly 001C,Investigation complete; no suspect identified
49f0b2277b92ca352700957a777e069041f442dc293ccfa791cbfe4e8171b8a4,2022-12,Gwent Police,Gwent Police,-3.240959,51.767170,On or near ,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
ac4cdb7c4ed5ad48d9ef8d78cceac9866482011771720eab6bbcfa3862d659d1,2022-12,Gwent Police,Gwent Police,-3.264133,51.790049,On or near Waundeg,W01001474,Blaenau Gwent 003C,Investigation complete; no suspect identified
610894b457818c75d3633d2fb03409207a088465892d1af2994484ea3b80761c,2022-12,Gwent Police,Gwent Police,-3.225186,51.585839,On or near ,W01001371,Caerphilly 022A,Investigation complete; no suspect identified
f8feb6732a013938b960d6df971b13a5ea7c7d9395b70fefead700c3590f1642,2022-12,Gwent Police,Gwent Police,-3.000674,51.588184,On or near ,W01001685,Newport 014B,Investigation complete; no suspect identified
690b5e47b39f1e1138e94e527a059db5f4ddfbfac18c9b5ea82482389737e6a1,2022-12,Gwent Police,Gwent Police,-3.050739,51.712145,On or near Hospital Road,W01001531,Torfaen 003D,Investigation complete; no suspect identified
02a2c09a95658bfe1811510031a894f44a27798925cd02b1746d60f83b8393d1,2022-12,Gwent Police,Gwent Police,-3.209818,51.782429,On or near Harcourt Street,W01001456,Blaenau Gwent 004C,Investigation complete; no suspect identified
efe4d0506b493f84807b53eb5f39d01f161cca0ef752df40573102d4b88c5129,2022-12,Gwent Police,Gwent Police,-3.107718,51.615348,On or near Ravenswood Court,W01001411,Caerphilly 017A,Investigation complete; no suspect identified
5c5a4c48f38c1462f184cc8a4784d20deb3a12e745dce83d9411e46d212a622b,2022-12,Gwent Police,Gwent Police,-2.671097,51.624582,On or near Somerset Way,W01001593,Monmouthshire 008E,Investigation complete; no suspect identified
c0b151a6e03231d3855d1af7a48f771fc892ba960e2b27c4ebe294fd30fddec6,2022-12,Gwent Police,Gwent Police,-2.896509,51.708729,On or near Blestium Drive,W01001597,Monmouthshire 006F,Investigation complete; no suspect identified
ae152e94dc6ed4e9c520b5138baa718b3ff05fac6afe6a1bfef3693b3bddb193,2022-12,Gwent Police,Gwent Police,-3.040930,51.584911,On or near St Anne's Close,W01001674,Newport 009E,Investigation complete; no suspect identified
c506168f40b2e69956dfa9b977b5f913aaea61372787dd8e6d6b0a7c2e327ffa,2022-12,Gwent Police,Gwent Police,-3.214444,51.797056,On or near Church Crescent,W01001442,Blaenau Gwent 001C,Investigation complete; no suspect identified
7be99806878019c8d29a1415b611c900b8337d7b2b809745c8c9742ff62fe384,2022-12,Gwent Police,Gwent Police,-3.259254,51.787170,On or near Station Road,W01001474,Blaenau Gwent 003C,Investigation complete; no suspect identified
3e71eac959d3aa50f53a6f52f25365e580fa29060606ce76575c0f3c879fa0b1,2022-12,Gwent Police,Gwent Police,-3.154967,51.768946,On or near Brynheulog,W01001444,Blaenau Gwent 005B,Investigation complete; no suspect identified
02509e1de3fcf8f3ab567545d716f613e8cf588ba6567e4b1fcbfa63f92823a9,2022-12,Gwent Police,Gwent Police,-2.732234,51.816441,On or near Levitsfield Close,W01001553,Monmouthshire 004B,Investigation complete; no suspect identified
f00576df94b08ba83d347488610b04f8faea65a89b81a8280d8f20f0b38a0348,2022-12,Gwent Police,Gwent Police,-2.996375,51.586278,On or near ,W01001687,Newport 014D,Investigation complete; no suspect identified
6cb18afdeaa0564218ecea5e61894eb88ad06ec5dc1bf66697adae0672f8a66d,2022-12,Gwent Police,Gwent Police,-3.132148,51.726908,On or near Vivian Street,W01001436,Blaenau Gwent 008B,Investigation complete; no suspect identified
4b99e2a09c8e2785e87c7de436f149e776400f3b2fdee71b45376006df2bd94b,2022-12,Gwent Police,Gwent Police,-3.032722,51.664020,On or near Glenside,W01001522,Torfaen 007D,Investigation complete; no suspect identified
00563b2072edc7d5d74e5704a39a0bb1b4400930a3c839aa09ee976e8b3d2df5,2022-12,Gwent Police,Gwent Police,-3.145869,51.663168,On or near Hill Street,W01001382,Caerphilly 010C,Investigation complete; no suspect identified
7084df4b9c666642e7aa7770b19aa6cc006e07cbe5f76a2208b03c887c5babf9,2022-12,Gwent Police,Gwent Police,-3.255645,51.726651,On or near High Street,W01001385,Caerphilly 002D,Investigation complete; no suspect identified
93ad1f6b5e1098cb33b30720e6e0028ccd722564276cba7204f35df1ba027fa2,2022-12,Gwent Police,Gwent Police,-3.022083,51.652559,On or near ,W01001506,Torfaen 010A,Investigation complete; no suspect identified
e1e5a511ff798ae3a304e568d05a48bbff19b44bed4397ee8001330f1a8a42aa,2022-12,Gwent Police,Gwent Police,-3.193636,51.666307,On or near William Street,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
e5acc4dfe1b2dc500dbb7a98fc1adc6ee02918e3a43890f061bace2526fb93df,2022-12,Gwent Police,Gwent Police,-2.987924,51.591268,On or near ,W01001693,Newport 013E,Investigation complete; no suspect identified
a119c7bc7ffa0606ef7e2f4b2557d1b3afac77567ef19f032ff7aa8643446885,2022-12,Gwent Police,Gwent Police,-3.022696,51.679142,On or near St Oswalds Close,W01001517,Torfaen 006D,Investigation complete; no suspect identified
672d3b2f1de4c34295c619ab1f209ca1e88d95592ad830f18c90d7e5c8874cd5,2022-12,Gwent Police,Gwent Police,-2.960301,51.611432,On or near ,W01001628,Newport 001F,Investigation complete; no suspect identified
29289dbf692ceb15f476de70206c0528477543fe896c2882c54d4d4c8a808cf8,2022-12,Gwent Police,Gwent Police,-3.053079,51.634679,On or near Llys Gwyrdd,W01001535,Torfaen 012D,Investigation complete; no suspect identified
68dab7612e4012d0be15c3a087b9b2f7ebb5ced19d84c308cd9500b6a9df8b11,2022-12,Gwent Police,Gwent Police,-2.993766,51.583153,On or near Palmyra Place,W01001687,Newport 014D,Investigation complete; no suspect identified
73e83d6f14d8325dbe7b073682e421d57930b7bff63b29cbb0405b3e273fe637,2022-12,Gwent Police,Gwent Police,-2.759332,51.597789,On or near M48,W01001542,Monmouthshire 009A,Investigation complete; no suspect identified
f24e7dfeaffd684beab159216dabb214da7a3fd22e2214fed328926a0c8337f0,2022-12,Gwent Police,Gwent Police,-2.982827,51.585214,On or near Morris Street,W01001690,Newport 013D,Investigation complete; no suspect identified
67ff6dc2bbae5b66da33fe231720d9b80c3248d92f1cd7527996aaa10c6b08db,2022-12,Gwent Police,Gwent Police,-3.055402,51.640117,On or near Ashleigh Court,W01001492,Torfaen 012A,Investigation complete; no suspect identified
eeb84b35ca56475e3b0fb1c141dad59bb61e879f7f78955947297fca49a2fc99,2022-12,Gwent Police,Gwent Police,-2.950357,51.588260,On or near Delius Close,W01001610,Newport 015C,Investigation complete; no suspect identified
981c70e2ae9414c43efba8dbddc05485fe3c67b5899f3724b892761605b6941d,2022-12,Gwent Police,Gwent Police,-3.206982,51.771741,On or near Spencer Street,W01001461,Blaenau Gwent 007F,Investigation complete; no suspect identified
e29b356f6790f5cf9dea415c9ea5ef35dbeb23eea8ec02204f35150b58be613a,2022-12,Gwent Police,Gwent Police,-3.003184,51.586787,On or near Ford Street,W01001685,Newport 014B,Investigation complete; no suspect identified
24feae2afcb0b768c1171d98daa93fce50892ea525126b7ccbe253b39eafe5a6,2022-12,Gwent Police,Gwent Police,-2.834366,51.869897,On or near B4521,W01001568,Monmouthshire 005C,Investigation complete; no suspect identified
80e0bd8e32483d2e0b1f00c17f74bff96e1fc6ebf6c3467d205dac8ba9117f7b,2022-12,Gwent Police,Gwent Police,-3.252615,51.781981,On or near Laburnam Avenue,W01001480,Blaenau Gwent 003E,Investigation complete; no suspect identified
ad9bb21da9b60dc46233881f22fc8c86f57ace3c56ea49c17437ec016330b101,2022-12,Gwent Police,Gwent Police,-2.992159,51.578293,On or near Coulson Close,W01001662,Newport 018D,Investigation complete; no suspect identified
72bf6ea65778fc6c3979984a109f7c1af86c665a83ccf75e1c800e1bf84052de,2022-12,Gwent Police,Gwent Police,-3.086292,51.605370,On or near Severn Close,W01001408,Caerphilly 016B,Investigation complete; no suspect identified
2ff7b90c026c16c4122a543010888dedcf83c8dbeb477046774dcb9b79896ffc,2022-12,Gwent Police,Gwent Police,-3.046110,51.714164,On or near Newman Road,W01001530,Torfaen 003C,Investigation complete; no suspect identified
56479632e5eba72750d6ad1d089608e077cd9539c6478181abe37c2cb8847768,2022-12,Gwent Police,Gwent Police,-3.279881,51.753733,On or near Moriah Street,W01001376,Caerphilly 001C,Investigation complete; no suspect identified
1d07f5b6f86f9fd8453523e1db0e8a717c56f412f725ce7a1f4b7dfff6cb2cf5,2022-12,Gwent Police,Gwent Police,-3.041516,51.640178,On or near Stevelee,W01001492,Torfaen 012A,Investigation complete; no suspect identified
2d6be0063f01326a903c4ce4fffbef479b25a9aa91f0f9383847f6a2222e1278,2022-12,Gwent Police,Gwent Police,-3.012325,51.566189,On or near Maesglas Crescent,W01001633,Newport 019A,Investigation complete; no suspect identified
4c6e5586589f1bb20c698b38011dbeffd95e228d2d8d976832c56fb3d64f8e70,2022-12,Gwent Police,Gwent Police,-3.017805,51.668727,On or near Heol Yr Glyn,W01001520,Torfaen 007B,Investigation complete; no suspect identified
c4db754697dc5fe2d2f7835ebf1ce4ceb0a59a40fdf97ca644b8a221cc96781c,2022-12,Gwent Police,Gwent Police,-3.154967,51.768946,On or near Brynheulog,W01001444,Blaenau Gwent 005B,Investigation complete; no suspect identified
5546411ddd36c3d0074053e646bb98a86c9e75a803e6823f4e75b801886ebe89,2022-12,Gwent Police,Gwent Police,-3.041516,51.640178,On or near Stevelee,W01001492,Torfaen 012A,Investigation complete; no suspect identified
cc76710cbf9971fab32b464a1a4c8aabc6546fa8f73e7adee25d144c27d3e985,2022-12,Gwent Police,Gwent Police,-2.995745,51.587830,On or near Skinner Lane,W01001687,Newport 014D,Investigation complete; no suspect identified
c95cee8d5370a1ba741047d8df6ad857927c1f00d7c8f3716e8b4123bbcd6684,2022-12,Gwent Police,Gwent Police,-3.015337,51.559572,On or near Cormorant Way,W01001688,Newport 019C,Investigation complete; no suspect identified
6a809621729ee8e43135f1cf5242115746db8cab6d8084baa86a74c2bb5dc0e1,2022-12,Gwent Police,Gwent Police,-3.234530,51.691933,On or near Clos Y Graig,W01001338,Caerphilly 004C,Investigation complete; no suspect identified
c9ba5ef60c5b78ee549a6fe0fbf971291708e5258c50b1b280aa970406f8d056,2022-12,Gwent Police,Gwent Police,-2.919934,51.602745,On or near Bailey Crescent,W01001639,Newport 004A,Investigation complete; no suspect identified
479df6db038c24b505cfc0d03564349609ca1ff7884fee22e52d4d778ae7f399,2022-12,Gwent Police,Gwent Police,-3.011382,51.630281,On or near Lakeside Close,W01001505,Torfaen 013B,Investigation complete; no suspect identified
55f9adc3dae771cd64fc129874e69c7ba967d01ef37da934eb9ee140dc360686,2022-12,Gwent Police,Gwent Police,-3.225875,51.779539,On or near Bryn-Y-Gwynt,W01001457,Blaenau Gwent 004D,Investigation complete; no suspect identified
79bba609f17cc1b761a93ebfb593a2c76e3fdd6ae52d485a7de48be3e8b34648,2022-12,Gwent Police,Gwent Police,-2.886283,51.597160,On or near Birch Grove,W01001650,Newport 004E,Investigation complete; no suspect identified
67adc27cf4e7b7316a6ab8c1be0aa874e8014bbec66c2d91a9e2dbd120a67e7b,2022-12,Gwent Police,Gwent Police,-3.021502,51.653697,On or near ,W01001506,Torfaen 010A,Investigation complete; no suspect identified
643bf24b7921fdaebfc527cd6b95b07e2da642d4ec8db25bfc0eb1e88a7efb68,2022-12,Gwent Police,Gwent Police,-2.946149,51.575864,On or near ,W01001646,Newport 015E,Investigation complete; no suspect identified
7321f7280d6192ab959befaae201eaa9f17006950afc337889d6371f3038633d,2022-12,Gwent Police,Gwent Police,-3.000441,51.597906,On or near Goodrich Lane,W01001681,Newport 006B,Investigation complete; no suspect identified
2d69ae78770d9f283f63b73a8d6df8e0c544b25ed911f20e58269b46336d47a0,2022-12,Gwent Police,Gwent Police,-3.049706,51.658789,On or near Tern Court,W01001536,Torfaen 009C,Investigation complete; no suspect identified
b3393d7f8a48df41615755cec89f83ab0a031ba61f350096fda885198875f7f0,2022-12,Gwent Police,Gwent Police,-2.758853,51.593297,On or near Woodland View,W01001908,Monmouthshire 010G,Investigation complete; no suspect identified
22bd6692bc6e13ec7dabd458143568e0d99fe1c4e65cc533fd2c6dabdde2b6b7,2022-12,Gwent Police,Gwent Police,-3.240897,51.585884,On or near ,W01001393,Caerphilly 019D,Investigation complete; no suspect identified
ea09d17c557a151611bf76567515aa3fb1cf04534c5fd3960dee4debc2cb12b1,2022-12,Gwent Police,Gwent Police,-2.670147,51.626763,On or near Warren Slade,W01001592,Monmouthshire 008D,Investigation complete; no suspect identified
94adfd875241818f04edfcc5547eee52e2e380e58d4a3403a8700f4793659624,2022-12,Gwent Police,Gwent Police,-3.230666,51.605428,On or near High Street,W01001368,Caerphilly 019C,Investigation complete; no suspect identified
3a6711eb09c336835d5e33f3a2d67193b8365199ada9b7d8103b96d4d7445a36,2022-12,Gwent Police,Gwent Police,-3.272132,51.603664,On or near Tan-Y-Bryn,W01001333,Caerphilly 018D,Investigation complete; no suspect identified
b13eeb2e919ed280e853035f5d4b6b4bc3f262876c8ec4a4e1019a20102a41b6,2022-12,Gwent Police,Gwent Police,-3.045610,51.647281,On or near Bryn Tirion,W01001498,Torfaen 011B,Investigation complete; no suspect identified
a49558a6e2f6f35e102bfb7f8f34920a16bbfb527099a57580a518468f8485fd,2022-12,Gwent Police,Gwent Police,-2.987886,51.575551,On or near ,W01001659,Newport 018A,Investigation complete; no suspect identified
274c8463d275405841421afa511ce1645c92a0d55b55956660d24255748ffaee,2022-12,Gwent Police,Gwent Police,-3.044902,51.652304,On or near Bowleaze,W01001503,Torfaen 009B,Investigation complete; no suspect identified
8c4605c25cb18bbd28672d2da9a2a30e45074c1f4cc38a2adff900ba76e1a894,2022-12,Gwent Police,Gwent Police,-2.993640,51.595221,On or near Wheeler Street,W01001681,Newport 006B,Investigation complete; no suspect identified
ba78e048096f13af924a9b8df741aacab79503058fca50bcbb6f72c6d4f9bb2e,2022-12,Gwent Police,Gwent Police,-3.026514,51.686140,On or near ,W01001514,Torfaen 006A,Investigation complete; no suspect identified
dbdb2b30676456cff58fbc4a8b2a6b2b5c332020a27a58687361191dab47ce08,2022-12,Gwent Police,Gwent Police,-2.951799,51.580561,On or near Moorland Gardens,W01001645,Newport 015D,Investigation complete; no suspect identified
8430cce4c4009fa9b8fe2cab8ff845a14588b291b02537be586cff306024aa62,2022-12,Gwent Police,Gwent Police,-2.721759,51.809151,On or near Drybridge Street,W01001576,Monmouthshire 004D,Investigation complete; no suspect identified
47e6d250eb90cd7f80c908d8836be182fee4ec3b2a5e9c97bc2220811fe3029b,2022-12,Gwent Police,Gwent Police,-3.048535,51.717631,On or near Barn Close,W01001530,Torfaen 003C,Investigation complete; no suspect identified
84a858074bb543837759b3a1e50aa05281497ba4b21eac953ae4df128afe4b94,2022-12,Gwent Police,Gwent Police,-3.076860,51.771054,On or near Trem-Y-Mynydd,W01001487,Torfaen 001A,Investigation complete; no suspect identified
4848597bef84e2accb62f364be3da00726ca82cd4e4c166e25a4ac79fa8eeadf,2022-12,Gwent Police,Gwent Police,-3.066404,51.735103,On or near Stanley Road,W01001483,Torfaen 002B,Investigation complete; no suspect identified
140390f480a01f25e6380377a7853935ec02ebae8dc6de9b1c7f72bbba717a23,2022-12,Gwent Police,Gwent Police,-2.981495,51.595062,On or near Annesley Road,W01001675,Newport 007A,Investigation complete; no suspect identified
5b34cff4775293b433297825a502d72f6a96792690e8e6645633968a9d314760,2022-12,Gwent Police,Gwent Police,-2.946910,51.580762,On or near Broadmead Park,W01001646,Newport 015E,Investigation complete; no suspect identified
c3acec40b39750023f78fe6c5d5df53698dba060892d58f8a6385c221560823b,2022-12,Gwent Police,Gwent Police,-3.216440,51.780680,On or near St David's Close,W01001457,Blaenau Gwent 004D,Investigation complete; no suspect identified
a96eaceb74ec0ba688e4eb86bac6897d8008729208c3c4f4bbbf02ac84a2acc2,2022-12,Gwent Police,Gwent Police,-2.717165,51.583407,On or near Ffordd Gafl,W01001578,Monmouthshire 009C,Investigation complete; no suspect identified
eb275821773225394c1455a45e915018aed7af4c22ff2887878325c0cb7ad488,2022-12,Gwent Police,Gwent Police,-3.140240,51.732620,On or near ,W01001453,Blaenau Gwent 008D,Investigation complete; no suspect identified
9ed762dde03ebbaf666a9d570476d1d104b649f2bb457b1effdb7f6e4bc61863,2022-12,Gwent Police,Gwent Police,-3.193413,51.757331,On or near Garn Terrace,W01001452,Blaenau Gwent 007C,Investigation complete; no suspect identified
a61bb47908e0f6aa9b806ba6a28d448aad81d80d022e80e59b9a60ad5472d4db,2022-12,Gwent Police,Gwent Police,-2.998600,51.589047,On or near Queensway,W01001685,Newport 014B,Investigation complete; no suspect identified
3b97d4c871679381668842585305e8139db2f4faba51c00c2aa86b48933e7f87,2022-12,Gwent Police,Gwent Police,-3.011778,51.570150,On or near Buxton Close,W01001633,Newport 019A,Investigation complete; no suspect identified
5a109bfa3f6d21071bd94eddfaa91ea8519dc1f2e2c115081c5def05b3bfc156,2022-12,Gwent Police,Gwent Police,-3.284897,51.652225,On or near Church Lane,W01001378,Caerphilly 013B,Investigation complete; no suspect identified
01f99f36695275b1eebac52c845db4f20d5489fbffd1a0bc7da892c80ca785f0,2022-12,Gwent Police,Gwent Police,-3.083719,51.542802,On or near Channel View,W01001657,Newport 020C,Investigation complete; no suspect identified
0de0e2d1e1dd922cd1da454fc71057d7f06cfb6f9be5d10aae52c01719776fac,2022-12,Gwent Police,Gwent Police,-3.262894,51.640702,On or near Heol Las,W01001377,Caerphilly 013A,Investigation complete; no suspect identified
57153d055c197affd5b090f347b912f06e6ad27d2169729af02e59976675cb1f,2022-12,Gwent Police,Gwent Police,-3.195555,51.673274,On or near Parklands,W01001347,Caerphilly 005C,Investigation complete; no suspect identified
72d182767692ac41a771206c1bb894ee6d58ed22fc86b6598e1ab3e559ae4554,2022-12,Gwent Police,Gwent Police,-3.259254,51.787170,On or near Station Road,W01001474,Blaenau Gwent 003C,Investigation complete; no suspect identified
ccd81e323b311653087070ba0fd58156509b0d41252069fcc4795276996f206b,2022-12,Gwent Police,Gwent Police,-3.048346,51.593576,On or near Stevenson Close,W01001673,Newport 009D,Investigation complete; no suspect identified
ffff2561003a99b5a5a93f33c22213dcaec331b5065b918b0419e4ab8382d24b,2022-12,Gwent Police,Gwent Police,-2.848200,51.553886,On or near Church Row,W01001649,Newport 004D,Investigation complete; no suspect identified
ee831b9b25756e582d984c6532d7947782f2cbfa718708c12f3ebd85a54e8bbd,2022-12,Gwent Police,Gwent Police,-3.020971,51.644215,On or near ,W01001504,Torfaen 013A,Investigation complete; no suspect identified
92e1c33e9ae6443cee7af4fbd774f0d263646813947716906c1304cc7f4258c9,2022-12,Gwent Police,Gwent Police,-2.989822,51.578969,On or near Commercial Road,W01001661,Newport 018C,Investigation complete; no suspect identified
158d880412031d5c703f09c9b950f28722c4775be35292fadd3038b2afd5a740,2022-12,Gwent Police,Gwent Police,-2.968518,51.589721,On or near Wordsworth Road,W01001613,Newport 011C,Investigation complete; no suspect identified
80fd02be0ad2e8a0ee9bcb216ea7a3075fc9d691b6816ca1e213282e918c0158,2022-12,Gwent Police,Gwent Police,-3.020971,51.644215,On or near ,W01001504,Torfaen 013A,Investigation complete; no suspect identified
76af601690e0f286b0bcd1872d37e79f98db956cff250507ba043549d829f411,2022-12,Gwent Police,Gwent Police,-3.207390,51.777640,On or near ,W01001460,Blaenau Gwent 007E,Investigation complete; no suspect identified
d6e15032f3e01354ed04cb04ff0c28c73d2181f3a2310b92bb732dc0d871c03a,2022-12,Gwent Police,Gwent Police,-3.217192,51.780636,On or near St Teilo's Close,W01001457,Blaenau Gwent 004D,Investigation complete; no suspect identified
32adfeb3abeadca55b0dd16f46199e3a1039c9226b638105eca83ef8a8555a37,2022-12,Gwent Police,Gwent Police,-3.007400,51.616207,On or near ,W01001651,Newport 002A,Investigation complete; no suspect identified
e28ffeff00bde7708195575db0198ae523286bb5f63beb391e4e86af579406d9,2022-12,Gwent Police,Gwent Police,-3.162608,51.594082,On or near Herrick Place,W01001345,Caerphilly 021C,Investigation complete; no suspect identified
