Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
e7f1f67f2a10e521e66358a578d9436b338897a8cc4486ac99192857a494a5f4,2022-07,Gwent Police,Gwent Police,-3.001125,51.648711,On or near TWM BARLWM VIEW,W01001507,Torfaen 008D,Local resolution
f82caecc5c8211d4857e9517b6779ef239090d9fc494b69d40ea32126d6b9c32,2022-07,Gwent Police,Gwent Police,,,No location,,,Unable to prosecute suspect
ef640a99e3ae1ecc4e272a40f893d36613b338e4ae2282ab88f29ed3c07fd676,2022-07,Gwent Police,Gwent Police,,,No location,,,Unable to prosecute suspect
525bc1cd520336ff0af7f415e91672a05267b0dc4e8b17aa3bdf553cddc209e3,2022-07,Gwent Police,Gwent Police,,,No location,,,Investigation complete; no suspect identified
d2fd031747982c23713c51737bbc1e107777ba2c7c42c04d8b4b335d4e2dc011,2022-07,Gwent Police,Gwent Police,-2.998803,51.591041,On or near LOCKE STREET,W01001601,Newport 006A,Investigation complete; no suspect identified
58a5829ebd7552d85adfa84ad2e4842675dc9e07f4abe3f71f7ede65ce99cc15,2022-07,Gwent Police,Gwent Police,-3.026779,51.647986,On or near PROSPECT PLACE,W01001527,Torfaen 010C,Investigation complete; no suspect identified
fd9f65937019b2f4813ae90d467581373dc0c419e4b5be89f02ff555da7463b6,2022-07,Gwent Police,Gwent Police,-3.007415,51.616207,On or near Petrol Station,W01001651,Newport 002A,Investigation complete; no suspect identified
9c0fc451c796545c31195be01fe8eb7f01e4e1ab684f482dfb90911215a1dc91,2022-07,Gwent Police,Gwent Police,-3.221488,51.587891,On or near SOUTH PANDY ROAD,W01001373,Caerphilly 022C,Investigation complete; no suspect identified
5e02e69734eacb87f2f726feee923d7859d1678caab83b293a8dd519133aa354,2022-07,Gwent Police,Gwent Police,-2.989854,51.591099,On or near CLARENCE PLACE,W01001693,Newport 013E,Investigation complete; no suspect identified
f31187d38361a8e90baee4429cb28ceb03d2995a6dcf38ea472a6d75d7a0d543,2022-07,Gwent Police,Gwent Police,-2.992140,51.586683,On or near KINGSWAY,W01001687,Newport 014D,Investigation complete; no suspect identified
9372d981b11ce927dc4a3ed9544888eb3b06e090299691d665fc2d3f230babb5,2022-07,Gwent Police,Gwent Police,-3.004018,51.569632,On or near GREENWICH ROAD,W01001660,Newport 018B,Investigation complete; no suspect identified
fab2cfeb6da81a303b8520e5de2d52e53d59ceb74ccb85b019d167ae27f864f9,2022-07,Gwent Police,Gwent Police,-3.223553,51.801403,On or near GLYNDWR ROAD,W01001471,Blaenau Gwent 001E,Investigation complete; no suspect identified
322fdfcf2a890fbefedf5d5a07f782b7099cc732ef526667100891e0efe2efef,2022-07,Gwent Police,Gwent Police,-3.012544,51.659754,On or near BRONLLYS PLACE,W01001493,Torfaen 008A,Investigation complete; no suspect identified
c2d13a67f1f52fa33ca6addd56fd41e31629cedc2405a36a5c7a9eb8d5e4f77d,2022-07,Gwent Police,Gwent Police,-3.288462,51.765085,On or near CHURCH STREET,W01001429,Caerphilly 001F,Investigation complete; no suspect identified
b56c79b235d6f28b59b14e9577e00117104c8626abe4642d5bd47b094a8a44d3,2022-07,Gwent Police,Gwent Police,-3.253499,51.769428,On or near ATTLEE CLOSE,W01001479,Blaenau Gwent 006D,Investigation complete; no suspect identified
dbdb165da1f14c0d8dcb0b360818721c2fac7150ed81592584be92d2ad219794,2022-07,Gwent Police,Gwent Police,-3.024783,51.613296,On or near Medlock Close,W01001622,Newport 003F,Investigation complete; no suspect identified
cc1692ddd9338b477bd5379297b87dac60f1cb00d368c3628c8dd19fb1d31563,2022-07,Gwent Police,Gwent Police,-3.063753,51.724580,On or near Exeter Place,W01001486,Torfaen 002E,Investigation complete; no suspect identified
5c2b263c4c7e7e3760cf4739cbd25fc65c302e1c4af2414fa882e767bebdc1cf,2022-07,Gwent Police,Gwent Police,-3.062103,51.712267,On or near Gypsy Lane,W01001529,Torfaen 003B,Investigation complete; no suspect identified
743d7ea5d23a983f61d698db0b3c747f38de340233fdeab75be3610ee144c131,2022-07,Gwent Police,Gwent Police,-2.972724,51.579814,On or near Amelia Way,W01001644,Newport 013C,Investigation complete; no suspect identified
50ed5910fb33de6c3b7841853fc6cfb9ec2b63ae9da2af4755a1126839fe3389,2022-07,Gwent Police,Gwent Police,-3.202792,51.783158,On or near Tre Newydd,W01001456,Blaenau Gwent 004C,Investigation complete; no suspect identified
0f1e94b53608d704333d2cd2a1276ee39918a09a251d1987579641dd29fb7560,2022-07,Gwent Police,Gwent Police,-3.214357,51.579774,On or near Supermarket,W01001373,Caerphilly 022C,Investigation complete; no suspect identified
72d013527d7b88700327652c7a5f0e7b5e4bb618182ad3c5532a0746528ff3ce,2022-07,Gwent Police,Gwent Police,-3.227838,51.622650,On or near Bryngwennol,W01001366,Caerphilly 019A,Investigation complete; no suspect identified
5bc370a8019203fe5e8826cd42b91bd17fe8478e6de15486beb27b5d17eb4917,2022-07,Gwent Police,Gwent Police,-3.326968,51.591053,On or near Collins Terrace,W01001264,Rhondda Cynon Taf 022F,Investigation complete; no suspect identified
4ae46f50f34613097ef1b1648cec4261997229e6c22689f279559a4f7a80266a,2022-07,Gwent Police,Gwent Police,-3.211600,51.804027,On or near Heathfield Close,W01001441,Blaenau Gwent 001B,Investigation complete; no suspect identified
1e5f2d7a57527da8f11e415c10e8727df316c0af2034a080aeee10ef97c9e065,2022-07,Gwent Police,Gwent Police,-3.210896,51.662318,On or near Clos Claerwen,W01001388,Caerphilly 007D,Investigation complete; no suspect identified
768b0ae1dd4b8067c3c7b9ee21c908f0e784cf609030adfaca4c15d50576bbf9,2022-07,Gwent Police,Gwent Police,-3.091418,51.831980,On or near Elm Grove,W01001563,Monmouthshire 003C,Investigation complete; no suspect identified
a7653b968b3d897ff95551764311635890e51c901f5af0dd37f4ce7c19cc483c,2022-07,Gwent Police,Gwent Police,-3.025013,51.824468,On or near COMMERCIAL STREET,W01001557,Monmouthshire 001C,Investigation complete; no suspect identified
e4ef7bf8bc84bed5523bc2e97730e7c8cbcde20ba7d398c6ad1197862dba00fe,2022-07,Gwent Police,Gwent Police,-2.992140,51.586683,On or near KINGSWAY,W01001687,Newport 014D,Investigation complete; no suspect identified
68e3324eaf40a6ffa72115ac5401dfc42f290e0a1d03f8f3ea4ecdb676228a1b,2022-07,Gwent Police,Gwent Police,-3.009320,51.832570,On or near ST TEILO'S ROAD,W01001909,Monmouthshire 002F,Investigation complete; no suspect identified
b9d36fc3abd80f6dab608095f281f662ec8ef48626d8aeb3d9ca012ebc62d08e,2022-07,Gwent Police,Gwent Police,-2.981586,51.585899,On or near Pedestrian Subway,W01001690,Newport 013D,Investigation complete; no suspect identified
9e7ca03e152da26f66e6a39b9561b9db68c70e022b3e5333bcc213c930cf4138,2022-07,Gwent Police,Gwent Police,0.088553,51.430913,On or near BEDFORD ROAD,E01000426,Bexley 026B,Investigation complete; no suspect identified
df8238d00ead5ee5de28b0adfedfcd97052d04753ced6e5945a6b8858dc167ca,2022-07,Gwent Police,Gwent Police,-3.217563,51.573374,On or near WHITE STREET,W01001425,Caerphilly 024D,Investigation complete; no suspect identified
e187be0dc71939e341acfab39b18d9c43564a123a4a1b48e5b7d982c04b8a904,2022-07,Gwent Police,Gwent Police,-3.230207,51.670147,On or near Parking Area,W01001415,Caerphilly 008B,Investigation complete; no suspect identified
d714c4132171f1c7b8b9e1b33637742e130f871a55a5e5bf1795e96f59bd04dc,2022-07,Gwent Police,Gwent Police,-3.223705,51.792014,On or near Petrol Station,W01001438,Blaenau Gwent 004A,Investigation complete; no suspect identified
1f0a6ea5486e2c2b8bcce4e5a5d9d4bfa779578b7221655c6f206412c3c0cb43,2022-07,Gwent Police,Gwent Police,-3.027315,51.823638,On or near ST HELEN'S ROAD,W01001557,Monmouthshire 001C,Investigation complete; no suspect identified
a706897a7dd44f7c0e229f55173ad803f2ec1fa7404a05b1635968b1daaa16b2,2022-07,Gwent Police,Gwent Police,-3.080221,51.774620,On or near UPPER HILL STREET,W01001490,Torfaen 001D,Investigation complete; no suspect identified
a9cbfab3fac1a1618a6e58054c40e08a675133c4238a3b4125b09f8b8f93326d,2022-07,Gwent Police,Gwent Police,-3.199506,51.664638,On or near ALBANY ROAD,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
9738c3a6374aade15d062eca9cbb57d8cfd3d78ecd47908c27f770e7e3d37807,2022-07,Gwent Police,Gwent Police,-3.259268,51.787170,On or near STATION ROAD,W01001474,Blaenau Gwent 003C,Investigation complete; no suspect identified
adfbe60314d3e67deb1529d2826b257557b0d1d97ba3ff7a174cb1a4e50dfec3,2022-07,Gwent Police,Gwent Police,-3.009412,51.574064,On or near Petrol Station,W01001629,Newport 017A,Investigation complete; no suspect identified
d415a60a34211ae0868208c0d49fa0384038ca09ad5a0dfd42d85bbecc4c45e9,2022-07,Gwent Police,Gwent Police,-2.991739,51.583503,On or near EBENEZER TERRACE,W01001687,Newport 014D,Investigation complete; no suspect identified
46082f4d1534a79860dbb2c63d4692d33c9ef7e8be4ba1de463ced3396ee4028,2022-07,Gwent Police,Gwent Police,-3.040139,51.699975,On or near Supermarket,W01001524,Torfaen 004D,Investigation complete; no suspect identified
1d4263906ab0420ead0ed693159f90aec314324665ae71e20a13efaf70427fff,2022-07,Gwent Police,Gwent Police,-3.269611,51.601803,On or near BRYN ABER,W01001333,Caerphilly 018D,Investigation complete; no suspect identified
5a50d694fc55772f2d49f07e790ebf840c0242fe585bc5550a687428791620d7,2022-07,Gwent Police,Gwent Police,-3.181139,51.738375,On or near York Terrace,W01001451,Blaenau Gwent 007B,Investigation complete; no suspect identified
82ec11cb53e4efc9bffbd8ddc8ad880fbd9ebc8eefe517172f2debf299f2c1fc,2022-07,Gwent Police,Gwent Police,-2.992315,51.582113,On or near COMMERCIAL ROAD,W01001687,Newport 014D,Investigation complete; no suspect identified
1f8c18bbd22f78fe095d8ef6efab80444779aad399ea224655f66f25d90ef29c,2022-07,Gwent Police,Gwent Police,-3.050501,51.710645,On or near MILL ROAD,W01001529,Torfaen 003B,Investigation complete; no suspect identified
5cdaa6d85327a52fa1542c5b7e81fd5cd9b0516602041b0a30ab3c72b34c59a0,2022-07,Gwent Police,Gwent Police,-3.226855,51.611367,On or near LON-YR-AFON,W01001366,Caerphilly 019A,Investigation complete; no suspect identified
c3228d9531d045ee0df0e43b9b9e2167863702661d8d1025c4c1d7ef51decf9b,2022-07,Gwent Police,Gwent Police,-3.162064,51.768804,On or near CAE'R-ODYN,W01001443,Blaenau Gwent 005A,Investigation complete; no suspect identified
c86549749510527e78657f67c455a466cf7fbf02fc7326b5843f72144ee72ac8,2022-07,Gwent Police,Gwent Police,-3.018480,51.823032,On or near Parking Area,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
fddbc4c6aab621206184713e1660ede0398319fb6ac138cb065aba984c653048,2022-07,Gwent Police,Gwent Police,-2.989197,51.584082,On or near ,W01001687,Newport 014D,Investigation complete; no suspect identified
21f64f72faab8c494f10704b24de5cf94e6622725f7d92bd836ef4f027c96ad5,2022-07,Gwent Police,Gwent Police,-2.992140,51.586683,On or near KINGSWAY,W01001687,Newport 014D,Investigation complete; no suspect identified
c6188905692543b259f72568aca085c9ab21b96e5086168603926b356bfaff66,2022-07,Gwent Police,Gwent Police,-2.967943,51.580312,On or near MARSHFIELD STREET,W01001642,Newport 013A,Investigation complete; no suspect identified
36fa88926d0e65495faa0fbf19cceb7d339fbc0829fe1bcbff6ab552e88a4985,2022-07,Gwent Police,Gwent Police,-2.990190,51.591276,On or near EAST USK ROAD,W01001693,Newport 013E,Investigation complete; no suspect identified
07f84b1d341a20950017137012558aabb53c7b949462cddf479599bed8d768ec,2022-07,Gwent Police,Gwent Police,-3.122225,51.682872,On or near B4471,W01001359,Caerphilly 006D,Investigation complete; no suspect identified
8359b479ad67c8229af7f3b9c2f757a0db1b9a22c4022babac312caa175aa43f,2022-07,Gwent Police,Gwent Police,-2.950260,51.577381,On or near Fosse Close,W01001646,Newport 015E,Investigation complete; no suspect identified
dc0eebb7dd8ea9a309c0176c4c8c0c64055ea32bc31e554e16fa9d0a2018a435,2022-07,Gwent Police,Gwent Police,-2.955578,51.611434,On or near Church Street,W01001623,Newport 001A,Investigation complete; no suspect identified
8eea6e3eccec5ee55ef82bdfa172a03854d70c6d5f0da0e2b3c5749c23b93148,2022-07,Gwent Police,Gwent Police,-3.292348,51.767713,On or near Gladstone Terrace,W01001429,Caerphilly 001F,Investigation complete; no suspect identified
7592e93b8235f16433980cb37852f991140875d9dc327ec74f27e203076c6ac7,2022-07,Gwent Police,Gwent Police,-2.992290,51.584290,On or near Theatre/Concert Hall,W01001687,Newport 014D,Investigation complete; no suspect identified
8831176f89a895c6fa024437d6cb63fbb0aa73e055f3e3f914900c70041e90dc,2022-07,Gwent Police,Gwent Police,-2.979785,51.741521,On or near Meadow Way,W01001555,Monmouthshire 006A,Investigation complete; no suspect identified
d097355112da70298300c4862f0261a5c91a339390eb3367a2c87aefa16dd201,2022-07,Gwent Police,Gwent Police,-3.197188,51.794859,On or near HEOL GWYN LLIW,W01001440,Blaenau Gwent 001A,Investigation complete; no suspect identified
145e85e345b357cdeb364eb48128c95cde41f60bbb7339acd9d232edd0577f25,2022-07,Gwent Police,Gwent Police,-2.985680,51.580317,On or near Canal Terrace,W01001661,Newport 018C,Investigation complete; no suspect identified
8b37b6b74e5dfd5f760d97ea4a65eef2bbe0ac4bbaefbefd0109f4946a7f0c54,2022-07,Gwent Police,Gwent Police,-2.690781,51.698332,On or near Glynwood Lane,W01001583,Monmouthshire 007B,Investigation complete; no suspect identified
bccc25ea9bcece8d1a1d1e840ecc6e453508750e2cd5b3853cb00a802eff0d73,2022-07,Gwent Police,Gwent Police,-2.997443,51.588274,On or near Supermarket,W01001685,Newport 014B,Investigation complete; no suspect identified
77a3406b6b2ba9a4ec0932321f98cf5a5e4c74f21e1b5dada2fd4d3b21fcbc26,2022-07,Gwent Police,Gwent Police,-3.230983,51.583521,On or near LLWYN-ON STREET,W01001396,Caerphilly 023D,Investigation complete; no suspect identified
8664fb83333ea929f4a889410582cd9cf41c7fdeb685c8c136a1afe48bdb2b73,2022-07,Gwent Police,Gwent Police,-3.218128,51.591760,On or near ,W01001371,Caerphilly 022A,Investigation complete; no suspect identified
dea4b699a83281110db16420cbb48c214fd4e3bb8b9c57ba1e12cdbe26d9212d,2022-07,Gwent Police,Gwent Police,-3.214406,51.485206,On or near Daisy Street,W01001717,Cardiff 035D,Investigation complete; no suspect identified
e942fe6d539b9016b0d3d1412692770ba2d4d75b38f79ba89f19b23ca0d5fcc9,2022-07,Gwent Police,Gwent Police,-3.079820,51.771198,On or near GREENFIELD PLACE,W01001490,Torfaen 001D,Investigation complete; no suspect identified
fa986989a101c627eb1686228db8f2a6172a8930a0cad046b0457c56a6162fb7,2022-07,Gwent Police,Gwent Police,-3.165960,51.593060,On or near Dickens Court,W01001345,Caerphilly 021C,Investigation complete; no suspect identified
5a8e7375269a01d51b934adf41284cac2b818f4719aca1b040aa7975b9715309,2022-07,Gwent Police,Gwent Police,-2.995634,51.589387,On or near Market Street,W01001685,Newport 014B,Investigation complete; no suspect identified
4f62f5977f6803c566cfd8b8827db1845a51e56906dfb5b32426480a3f0a4273,2022-07,Gwent Police,Gwent Police,-3.022083,51.652559,On or near Shopping Area,W01001506,Torfaen 010A,Investigation complete; no suspect identified
2b7e65a85f7e7a08a5144ca5affdf28d541fcaa3cf0c5d19554cc69b04ae003a,2022-07,Gwent Police,Gwent Police,-3.075084,51.601607,On or near B4591,W01001407,Caerphilly 016A,Investigation complete; no suspect identified
868f0126c04bf345e2d79b7598a213609b19b4899c93e8c2a6c2f5ae4f92c514,2022-07,Gwent Police,Gwent Police,-2.979764,51.589754,On or near Probert Place,W01001692,Newport 011E,Investigation complete; no suspect identified
b28a6a74572f4de953f427a45f616d638ba62f6e5883dbbdad8c9c269a97620d,2022-07,Gwent Police,Gwent Police,-2.995231,51.588779,On or near UPPER DOCK STREET,W01001685,Newport 014B,Investigation complete; no suspect identified
6b126b13e3964f12cab3037f212fbb99147dab590b5ee27c3e70527482611e31,2022-07,Gwent Police,Gwent Police,-2.974050,51.588516,On or near TWEEDY LANE,W01001613,Newport 011C,Investigation complete; no suspect identified
c8ce60440e2bb9513252d8714b53ef22247b540f450dcebfcb0d7b2eace59011,2022-07,Gwent Police,Gwent Police,-3.100844,51.608228,On or near Tredegar Street,W01001412,Caerphilly 017B,Investigation complete; no suspect identified
e4edeb6a8ef7eb07f24f6f24f8a23ffe23099a368148e46c5e580074e7d616a5,2022-07,Gwent Police,Gwent Police,-3.026795,51.662130,On or near Richmond Street,W01001522,Torfaen 007D,Investigation complete; no suspect identified
50ae09d9ffc41471a2a794fdbdff79b86109b75571340f90603ebda9a019cfb6,2022-07,Gwent Police,Gwent Police,-3.027281,51.825949,On or near Stryd Y Mynydd,W01001546,Monmouthshire 002A,Investigation complete; no suspect identified
ef1e95f12a74ff3f063d3d26046c0169aaa014a158b8e1e098681b3d3571c202,2022-07,Gwent Police,Gwent Police,-3.208196,51.783013,On or near Colliers' Row,W01001456,Blaenau Gwent 004C,Investigation complete; no suspect identified
f32b760df4d4c1904ec3f4b573a42c19f8c5c1f18d5117e5bc84c4da3900b0ea,2022-07,Gwent Police,Gwent Police,-3.225186,51.585839,On or near ,W01001371,Caerphilly 022A,Investigation complete; no suspect identified
65bcb5733a3e712e05f326cb845e970926e0ba032c4f34dcedfed0c87035f777,2022-07,Gwent Police,Gwent Police,-2.984138,51.586453,On or near Bus/Coach Station,W01001693,Newport 013E,Investigation complete; no suspect identified
cb9b9dadd30dfecf861ace8dcbd56b8a545efeefd981aaac1758bf71fe490785,2022-07,Gwent Police,Gwent Police,-2.979792,51.589727,On or near PROBERT PLACE,W01001691,Newport 011D,Investigation complete; no suspect identified
4a5a5a66bcd1a3878d73bf192a0071fc54105ff1fc7ae16031d412b6ea5e915f,2022-07,Gwent Police,Gwent Police,-3.248973,51.779232,On or near DEIGHTON CLOSE,W01001480,Blaenau Gwent 003E,Investigation complete; no suspect identified
ecc943628c94e884f1a76d2a45670e6eb8603f3cdf67bb5218263988b756153b,2022-07,Gwent Police,Gwent Police,-3.286995,51.766000,On or near ROWAN PLACE,W01001428,Caerphilly 001E,Investigation complete; no suspect identified
38b1a07fa7a8e61192ca391662c98cbaa75b11a70ef399a4319febf0359bdd6a,2022-07,Gwent Police,Gwent Police,-3.040715,51.638629,On or near West Roedin,W01001492,Torfaen 012A,Investigation complete; no suspect identified
159c2bde24fda20693670342bef9451652f4a8dfdffba308945ad1c300f1d455,2022-07,Gwent Police,Gwent Police,-2.757942,51.596665,On or near Lon Dywodlyd,W01001908,Monmouthshire 010G,Investigation complete; no suspect identified
bf1df3fadc2c36301d0edcb6404cfc57ce74123e3274fec023365ddcdbd4722f,2022-07,Gwent Police,Gwent Police,-3.038477,51.700034,On or near CLARENCE STREET,W01001524,Torfaen 004D,Investigation complete; no suspect identified
03e9c348420e45b5f1d5afe495cf40205b0b54879aeb9815c4f365f04e3ab987,2022-07,Gwent Police,Gwent Police,-3.016768,51.654709,On or near ,W01001506,Torfaen 010A,Investigation complete; no suspect identified
e145adbb69a2236ec0405eae5be92d3e3770e634e3b85b504e5134da33432e72,2022-07,Gwent Police,Gwent Police,-3.245054,51.653643,On or near WINDING WHEEL LANE,W01001432,Caerphilly 013D,Investigation complete; no suspect identified
30d188791a88c43dc2d950362374e739993c10f494f4d0875c5f1cdc808c2a4f,2022-07,Gwent Police,Gwent Police,-2.961122,51.570981,On or near Sports/Recreation Area,W01001647,Newport 015F,Investigation complete; no suspect identified
7b70391a9b086b64ebc7010cf00391be4f9435b2a2079359e3442c0f4c8850d0,2022-07,Gwent Police,Gwent Police,-3.244250,51.765624,On or near Sports/Recreation Area,W01001478,Blaenau Gwent 006C,Investigation complete; no suspect identified
5c96e1d94bda374220033cef5df48b85a97904808dda7bac47f3e228db68ef71,2022-07,Gwent Police,Gwent Police,-2.990190,51.591276,On or near EAST USK ROAD,W01001693,Newport 013E,Investigation complete; no suspect identified
bda94c683be1e84b498393e64e22ff19c145659bde88c988788e946db07a104e,2022-07,Gwent Police,Gwent Police,-3.205008,51.580428,On or near GWAUN NEWYDD,W01001419,Caerphilly 021D,Investigation complete; no suspect identified
d89434396185b12f08b200c3fe8fdef7a7956141eb46e25d350ce1268a71c374,2022-07,Gwent Police,Gwent Police,-2.919996,51.715040,On or near PRIORESS MILL LANE,W01001560,Monmouthshire 006C,Investigation complete; no suspect identified
7ea9cb6f1032eecc060955bd2fbf911ae850471e7afbc7c7f471ceede21ba111,2022-07,Gwent Police,Gwent Police,-2.942845,51.590758,On or near Dents Hill,W01001609,Newport 015B,Investigation complete; no suspect identified
8aec9413a1d7046d6fa84b916560a5b77a194e82808f1702bceccd1f6a38318c,2022-07,Gwent Police,Gwent Police,,,No location,,,Investigation complete; no suspect identified
0136d61f3fc930a02a0098ece2fee6b1eea6271f7e50a3ccbc091db53dd11263,2022-07,Gwent Police,Gwent Police,-3.019172,51.654877,On or near Parking Area,W01001506,Torfaen 010A,Investigation complete; no suspect identified
e81d2e748758bc8dcab6049802df0f918bfd5d99508f4bfba2d7ba0a466f6358,2022-07,Gwent Police,Gwent Police,-3.166166,51.777269,On or near Gwaun Delyn Close,W01001469,Blaenau Gwent 005F,Investigation complete; no suspect identified
b790890c3ec981f8aa26854f376079fdfbd0b9ab906f3fa3e7c38c5667836cad,2022-07,Gwent Police,Gwent Police,-3.241235,51.570447,On or near Cae Meillion,W01001398,Caerphilly 024A,Investigation complete; no suspect identified
c14e8eec59dbf735bb1d3dec4fb32a4b9ff5529d83781a0a8c6f8cbf8fea2b18,2022-07,Gwent Police,Gwent Police,-2.989181,51.582697,On or near GEORGE STREET,W01001661,Newport 018C,Investigation complete; no suspect identified
05930a08de9eaa11768a0945739822d041fc045c6977fcae75781ef203b561a7,2022-07,Gwent Police,Gwent Police,-3.022833,51.652498,On or near Shopping Area,W01001506,Torfaen 010A,Investigation complete; no suspect identified
033c15f3c00c1203ff0b5117a5e584b961638d35bb396e7754c1c37011204760,2022-07,Gwent Police,Gwent Police,-3.291758,51.771388,On or near AEL-Y-BRYN,W01001429,Caerphilly 001F,Investigation complete; no suspect identified
39d852b3ba8b1ab044332110e7e41076a412186e86394d444754b8c20b489630,2022-07,Gwent Police,Gwent Police,-2.987886,51.575551,On or near ,W01001659,Newport 018A,Investigation complete; no suspect identified
2046b80b2a7a369ec3e107ebee34dab922fe0cb737e95237d4be3a9ffcaea462,2022-07,Gwent Police,Gwent Police,-3.030576,51.611465,On or near Tone Close,W01001617,Newport 003A,Investigation complete; no suspect identified
037fab26f488786404f0ba89e503c2922cfa48bfe9dea99cb6c6a51234737449,2022-07,Gwent Police,Gwent Police,-2.671439,51.641178,On or near ,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
c06f0ca5295499c12cf74316452e3c3798cab0c76532521bc9110eb30241e694,2022-07,Gwent Police,Gwent Police,-3.046388,51.697986,On or near ALBION ROAD,W01001541,Torfaen 004F,Investigation complete; no suspect identified
87b98a6bf17786b1d87c478e01c449af59d623e4e3029fc73ff8e82287d1db09,2022-07,Gwent Police,Gwent Police,-2.715668,51.591914,On or near LABURNUM TERRACE,W01001578,Monmouthshire 009C,Investigation complete; no suspect identified
ba87dd037671dff0ef259fa2b71eabab6bf6c18a37b9de22f5ca2b53fc4fd267,2022-07,Gwent Police,Gwent Police,-3.114507,51.636001,On or near Parking Area,W01001327,Caerphilly 014A,Investigation complete; no suspect identified
14ae38ef35b8e5c5a688632e65659f9cb740d859dd13eff233b26eecfbae6724,2022-07,Gwent Police,Gwent Police,-3.012649,51.611909,On or near Faraday Close,W01001652,Newport 002B,Investigation complete; no suspect identified
fe695688650b90603a49273740a239a2da7cfbf4dda6fceb9a3297cdf63a4c1d,2022-07,Gwent Police,Gwent Police,-3.231209,51.603597,On or near Oak Terrace,W01001367,Caerphilly 019B,Investigation complete; no suspect identified
0c9d0978af7420b496fa88693e11e30c6569e87f00ae01945f3612d0ac13a904,2022-07,Gwent Police,Gwent Police,-3.231046,51.600245,On or near Cwrt Ty-Fferm,W01001368,Caerphilly 019C,Investigation complete; no suspect identified
40ddf2cc3730e9be7edeca27411dd8c6b3f8bbf55a9eb62d6d75e59ddd5d21a6,2022-07,Gwent Police,Gwent Police,-3.191203,51.693145,On or near HIGH STREET,W01001335,Caerphilly 005B,Investigation complete; no suspect identified
