Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
a6fc13c7a82d569ce3c638f31cf9afa9e645c7a74e10a60832e0842cdc9df648,2022-05,Gwent Police,Gwent Police,,,No location,,,Unable to prosecute suspect
b3687e5c709dc8c3d36d407b10b354a01555e77354c697b0284a86473cca1deb,2022-05,Gwent Police,Gwent Police,-3.034979,51.712914,On or near TENISON ROAD,W01001525,Torfaen 003A,Unable to prosecute suspect
b456f36d38dd5ae37f630e7dd23704349ca154b71e61f76796ea5ef825c1194d,2022-05,Gwent Police,Gwent Police,-3.140448,51.704043,On or near BRYN TERRACE,W01001466,Blaenau Gwent 009C,Unable to prosecute suspect
0a67b798c026c4b3d26eef9275a8732b688f9b106c8345508734032603492208,2022-05,Gwent Police,Gwent Police,-3.034500,51.648107,On or near FARLOW WALK,W01001528,Torfaen 010D,Investigation complete; no suspect identified
95e414bcc4b2d162d96531de35b7cadf2972b9dee8e5df10a19b7f8f9671d94d,2022-05,Gwent Police,Gwent Police,-2.677139,51.640354,On or near Police Station,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
fe211de311488b0a7864d21c1fc36ce77685e6808b34003d4d7087e6e08a8cf5,2022-05,Gwent Police,Gwent Police,-3.155157,51.769034,On or near BRYNHEULOG,W01001444,Blaenau Gwent 005B,Investigation complete; no suspect identified
50ee7bf796a03a88454508f90f876dfddf9a5bc634e96572a730c3b6dec784dc,2022-05,Gwent Police,Gwent Police,-2.715513,51.812202,On or near AGINCOURT SQUARE,W01001554,Monmouthshire 004C,Investigation complete; no suspect identified
3183e7e037136234fbeb1d4b63ab50e9c9e66476f7452678c00fbfef8a5bdb59,2022-05,Gwent Police,Gwent Police,-3.002275,51.583503,On or near YORK PLACE,W01001687,Newport 014D,Investigation complete; no suspect identified
9ff6b8ed68cefaa954e6c578f7590e389621ee9b813ce814c57450009041f008,2022-05,Gwent Police,Gwent Police,-3.444176,51.713901,On or near Supermarket,W01001148,Rhondda Cynon Taf 002A,Investigation complete; no suspect identified
d22c74d6c006d4c362bf4ea1f6a657cd881cd57b3e003280e415f20702f62078,2022-05,Gwent Police,Gwent Police,-2.994436,51.579443,On or near DANIEL PLACE,W01001662,Newport 018D,Investigation complete; no suspect identified
77cbfbaba3d3a1eb38bbd4ad6be3e975e1bec9cd65644480528c1607ce841787,2022-05,Gwent Police,Gwent Police,-3.238496,51.592802,On or near BRYN OWAIN,W01001400,Caerphilly 019F,Investigation complete; no suspect identified
e653e08f72f7303ac5a5e0089db30cf2d474fb79f31de2dcff175ae93e31e406,2022-05,Gwent Police,Gwent Police,-3.259473,51.786197,On or near MERTHYR ROAD,W01001480,Blaenau Gwent 003E,Investigation complete; no suspect identified
fde1f099fd382a1a6c20449ea50681a6ce8bee797aad36be05f01f8664f0210f,2022-05,Gwent Police,Gwent Police,-3.192809,51.666747,On or near HALL STREET,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
812ee67e93019008a4f9c213dc566f824efd444315d2bb9dd17332fa0284f8d7,2022-05,Gwent Police,Gwent Police,-2.954005,51.590793,On or near FARMWOOD CLOSE,W01001606,Newport 008A,Investigation complete; no suspect identified
7ce3a2203c4ef608e1880a70b459837984ef881169531e1ac6b3720eb0268f35,2022-05,Gwent Police,Gwent Police,-3.002420,51.582882,On or near Petrol Station,W01001687,Newport 014D,Investigation complete; no suspect identified
09bfdb6e88c9f135c8e61c0cfc374a662d9631e2d9acac6b6b70ebdd11b6515f,2022-05,Gwent Police,Gwent Police,-3.009226,51.572177,On or near Supermarket,W01001629,Newport 017A,Investigation complete; no suspect identified
56561b22f342f68ef7b5b2ccf7b4154677800aec78a4f8dcafcff2ac87837422,2022-05,Gwent Police,Gwent Police,-3.219177,51.668140,On or near Petrol Station,W01001388,Caerphilly 007D,Investigation complete; no suspect identified
539f2cfcdd4161fdf9670a610be6acd45b88efdafc7bbedcf2e3e9588bac7794,2022-05,Gwent Police,Gwent Police,-3.208404,51.697438,On or near Race Track,W01001325,Caerphilly 003A,Investigation complete; no suspect identified
50217aee1b7ed39dc577dff9cd62c8d7c8f52e0dee636fb20dd708f35f0fdc07,2022-05,Gwent Police,Gwent Police,-3.075667,51.769635,On or near CAPEL NEWYDD AVENUE,W01001487,Torfaen 001A,Investigation complete; no suspect identified
3c5eb2188e875d15fa973cd41d50629739cfb39231feb4293a926697f3abf166,2022-05,Gwent Police,Gwent Police,-3.128769,51.628995,On or near TWYNCARN ROAD,W01001355,Caerphilly 015A,Investigation complete; no suspect identified
2b033df2bfff777b2368a2024c872a9fd8ab02339d29c3edd1bbad808529fb92,2022-05,Gwent Police,Gwent Police,-3.042688,51.590452,On or near CEFN WALK,W01001673,Newport 009D,Investigation complete; no suspect identified
c0e37b0745619eb12629cf3efbdd3e2be5092a096ca2f630371ab374324e6fc7,2022-05,Gwent Police,Gwent Police,-2.192073,51.490070,On or near JOHN AUBREY CLOSE,E01031940,Wiltshire 008B,Investigation complete; no suspect identified
8a893554eac0d296f0d21bda569bc147a6b098725b0c8142deea6040162c4971,2022-05,Gwent Police,Gwent Police,-2.977982,51.594148,On or near BRYNDERWEN GROVE,W01001691,Newport 011D,Investigation complete; no suspect identified
026d4fbbcf4e1d44124901fd28c9ba561cc6e226e33f939f3bdf7e5ca700640c,2022-05,Gwent Police,Gwent Police,-2.927585,51.596994,On or near MOUNTBATTEN CLOSE,W01001664,Newport 010A,Investigation complete; no suspect identified
61b8944df09e7217d66488e918a2dfac9d60268f4a0116e7a785d580b54917e9,2022-05,Gwent Police,Gwent Police,-3.231711,51.581086,On or near DIAMOND CLOSE,W01001396,Caerphilly 023D,Investigation complete; no suspect identified
83eb066b5d6854efbe118284b7271a518f76f95705d651bb3b2ee429253dcbad,2022-05,Gwent Police,Gwent Police,-3.050044,51.710910,On or near Sports/Recreation Area,W01001531,Torfaen 003D,Investigation complete; no suspect identified
dd509683883f715c159ac7275e31b0843f802357079c61a29d32561a4afcacd1,2022-05,Gwent Police,Gwent Police,-3.045863,51.651972,On or near TY GWYN ROAD,W01001501,Torfaen 009A,Investigation complete; no suspect identified
94ac5f58baa344e19f596d627a818acd651f51037a3aff55df3a34f881a064d3,2022-05,Gwent Police,Gwent Police,-3.075299,51.607629,On or near PENTLAND CLOSE,W01001407,Caerphilly 016A,Investigation complete; no suspect identified
dbce04eccfab1a5685fc16556345be6f3b0de1d58ef18ce01d999ed739bc04be,2022-05,Gwent Police,Gwent Police,-2.734740,51.811732,On or near MAPLE DRIVE,W01001553,Monmouthshire 004B,Investigation complete; no suspect identified
365d94a510f6b0e3c25db7fbc7d8e5fc4c0675be7bdd0e660917b2e685934b01,2022-05,Gwent Police,Gwent Police,-2.992140,51.586683,On or near KINGSWAY,W01001687,Newport 014D,Investigation complete; no suspect identified
8f5096124821adf665a9b02b9b84f7826bb1fa2c59158f4d947edb7aec86b6b3,2022-05,Gwent Police,Gwent Police,-2.997067,51.587567,On or near Nightclub,W01001687,Newport 014D,Investigation complete; no suspect identified
da456a024a1e0f92b2dd5a1db1d67a81e65a467c20797725f3a6c3da81002ab5,2022-05,Gwent Police,Gwent Police,-3.001798,51.599234,On or near ROSS LANE,W01001684,Newport 006E,Investigation complete; no suspect identified
7eda5a5cceffec2c08edd7bfd1ef2e0db292f1dc313770162c1474b8218101ae,2022-05,Gwent Police,Gwent Police,-2.671898,51.640699,On or near STATION ROAD,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
70f30cc450ce269b064218c6fa9dc0af7d6ea4cfcaeee7a24e37c1ddc1b36117,2022-05,Gwent Police,Gwent Police,-3.208261,51.579549,On or near SNOWDEN COURT,W01001421,Caerphilly 022E,Investigation complete; no suspect identified
0a1e7b73dbca943ae3efb23fe970e04bdfca9acbddf05a977b3685815c13d0a8,2022-05,Gwent Police,Gwent Police,-2.667537,51.623155,On or near GARVEY CLOSE,W01001592,Monmouthshire 008D,Investigation complete; no suspect identified
cb8c60499c902ffae3fceb9a8e41b826b08042cb40b31562e771e2cffffa969f,2022-05,Gwent Police,Gwent Police,-3.042875,51.638304,On or near OXTENS,W01001492,Torfaen 012A,Investigation complete; no suspect identified
3d21f3fcd6a32de4813f62be241b8d3515d4adc0376e5d99b9244cea573ea638,2022-05,Gwent Police,Gwent Police,-3.217999,51.579412,On or near CLOS MAES BRAG,W01001373,Caerphilly 022C,Investigation complete; no suspect identified
355cd0a5177931bba842d96fa2771147e1a242b9a67438548c4f6c84866f69af,2022-05,Gwent Police,Gwent Police,-3.019172,51.654877,On or near Parking Area,W01001506,Torfaen 010A,Investigation complete; no suspect identified
cdcb69832870328d27f9195c05f81911ae11bddf46d1d9755f3b0bcaaf119d55,2022-05,Gwent Police,Gwent Police,-3.053151,51.634652,On or near LLYS GWYRDD,W01001535,Torfaen 012D,Investigation complete; no suspect identified
d5d4754dc601623aea2bdff8f29e620efb1264b4ba1d5a76ac055c5d7b09ed06,2022-05,Gwent Police,Gwent Police,-2.941886,51.572989,On or near QUEENSWAY MEADOWS,W01001649,Newport 004D,Investigation complete; no suspect identified
49eb604e89bffcf1a9b05b5225e1614b9c782f950824a9b2bcd4ea42a0228ce2,2022-05,Gwent Police,Gwent Police,,,No location,,,Investigation complete; no suspect identified
b7af7856e0fa7ffeb9614dff5bd065d9b97ad2a4f6b27ef2388f3643951088d6,2022-05,Gwent Police,Gwent Police,-3.009656,51.547968,On or near LIGHTHOUSE ROAD,W01001912,Newport 020E,Investigation complete; no suspect identified
450b0081d0b29d510496e19c7247ba155a22e45c7b9bd0cc7fa4aac7846be492,2022-05,Gwent Police,Gwent Police,-2.992119,51.591017,On or near Supermarket,W01001676,Newport 007B,Investigation complete; no suspect identified
5575d4b1526510fe98f9a91048fe892e77b7a46bfc0aab32db3aef933be625df,2022-05,Gwent Police,Gwent Police,-2.988464,51.576274,On or near NEW STREET,W01001659,Newport 018A,Investigation complete; no suspect identified
2907429224bb2d66405f8c0e814cda43d05dce8ddf59702a3cfb0b7a87573ec5,2022-05,Gwent Police,Gwent Police,-3.024722,51.663182,On or near TERAS BROOKLAND,W01001520,Torfaen 007B,Investigation complete; no suspect identified
2a43bad7553518d80432f6c1093b7489ab9f4ffd12f81b21623fd0e3018c5df3,2022-05,Gwent Police,Gwent Police,-3.126893,51.630263,On or near NORTH ROAD,W01001354,Caerphilly 014D,Investigation complete; no suspect identified
0a2acf45300dbf46ead29f3878861ff490355b9a727fd3fc7eeeb77dc69778b4,2022-05,Gwent Police,Gwent Police,-2.969376,51.577144,On or near Sports/Recreation Area,W01001647,Newport 015F,Investigation complete; no suspect identified
10c3b76a97e1de4e2b5f6a602874033eaac80bb7760fe730c9301deca19cffa7,2022-05,Gwent Police,Gwent Police,-3.030408,51.642955,On or near GLYNTIRION,W01001532,Torfaen 010E,Investigation complete; no suspect identified
9263874e7306c045525dcc131bb97d996df4da640fb6be4071149c50f686a8ca,2022-05,Gwent Police,Gwent Police,-3.227990,51.799756,On or near STONEBRIDGE ROAD,W01001470,Blaenau Gwent 001D,Investigation complete; no suspect identified
dde3ffa582946039a6477ee22a84e154d28ab99fdc1db467f54d1e7f2d072c6c,2022-05,Gwent Police,Gwent Police,-2.974523,51.587676,On or near SOHO STREET,W01001612,Newport 011B,Investigation complete; no suspect identified
2d1494ae727e59c31699f03059dfe3db676fd21af474e98107db829e9e7d1d32,2022-05,Gwent Police,Gwent Police,-2.809440,51.616193,On or near Parking Area,W01001542,Monmouthshire 009A,Investigation complete; no suspect identified
a39e04b355b2bb24043fbc33be854ff49ff665cb8158aa6de3b23c52be0e1cd5,2022-05,Gwent Police,Gwent Police,-3.207230,51.577698,On or near GRAHAM COURT,W01001422,Caerphilly 022F,Investigation complete; no suspect identified
92a710ce1ac76812fe9c4e276ee0b6708ce605482251d92ea2c5e1c11a2f1578,2022-05,Gwent Police,Gwent Police,-3.013085,51.827026,On or near PARK COURT,W01001580,Monmouthshire 002E,Investigation complete; no suspect identified
dac17c34e9f1903e7bea7590549bd80c535cfe44da296d0bdaa7257214433145,2022-05,Gwent Police,Gwent Police,-3.207292,51.776836,On or near Parking Area,W01001460,Blaenau Gwent 007E,Investigation complete; no suspect identified
db71a7ebdbef577b8a239aa8e42e801a08ec5f33a19f3461679ee638df7d11c3,2022-05,Gwent Police,Gwent Police,-3.172137,51.657424,On or near NEWBRIDGE ROAD,W01001401,Caerphilly 011A,Investigation complete; no suspect identified
c230c3041a37b43caa16c26e6c857d05a073fe23d743338d42216fa60f9266c7,2022-05,Gwent Police,Gwent Police,-3.231017,51.600245,On or near CWRT TY-FFERM,W01001368,Caerphilly 019C,Investigation complete; no suspect identified
3a0113a4c10fbd216e198e9bfa6a1651d3a57b5ee653c89a3ccfd7aa92e54582,2022-05,Gwent Police,Gwent Police,-3.205242,51.771705,On or near PLANTION ROW,W01001459,Blaenau Gwent 007D,Investigation complete; no suspect identified
e3c77dbce83fdb89813ee5dfc529080606c10844348191e784fec52cfbd34e56,2022-05,Gwent Police,Gwent Police,-2.962719,51.707207,On or near CWM ROAD,W01001560,Monmouthshire 006C,Investigation complete; no suspect identified
2f59de4e62637a8ad6ba99761118a45f0ca839bee4064c2a38fd220962dfacec,2022-05,Gwent Police,Gwent Police,-2.995280,51.585056,On or near TALBOT LANE,W01001687,Newport 014D,Investigation complete; no suspect identified
e6fbbf0f75fe37712d4c291fc7fff62ed92a6d80a3e165082eecd0b3eaa2e961,2022-05,Gwent Police,Gwent Police,-3.213182,51.791620,On or near HEOL-AEL-Y-BRYN,W01001438,Blaenau Gwent 004A,Investigation complete; no suspect identified
8c9432a4a2057912a0b3a3722bae3d1ae3e62ff745ce09b7748c6d4ac04abf06,2022-05,Gwent Police,Gwent Police,-3.207953,51.594074,On or near MEADOW VIEW,W01001344,Caerphilly 020C,Investigation complete; no suspect identified
20bb45a62160142df8cb2524f32ab462afe64fdc8521fb5934ee26a2e7c16ea1,2022-05,Gwent Police,Gwent Police,-2.825631,51.579565,On or near MAIN ROAD,W01001573,Monmouthshire 011B,Investigation complete; no suspect identified
3ce8aa32e7f8059ee2c245d63e8c22f520de8010dfa92bdcf830ad793af2f04d,2022-05,Gwent Police,Gwent Police,-3.020859,51.652102,On or near Park/Open Space,W01001506,Torfaen 010A,Investigation complete; no suspect identified
317c20f888a51b032228374cb078061d5add75947caa25b458257b000b4d1e4a,2022-05,Gwent Police,Gwent Police,-3.016419,51.585432,On or near WOODVILLE ROAD,W01001602,Newport 012B,Investigation complete; no suspect identified
f017d61d793bb64db61447a6bfd5e934fcc2a9afdf529b9695e2414ef19a8c5c,2022-05,Gwent Police,Gwent Police,-2.671898,51.640699,On or near STATION ROAD,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
6e9d0ba979ef92fdb56069e6c031a752e8d4ff877801f945c05527a209740eda,2022-05,Gwent Police,Gwent Police,-3.166040,51.785282,On or near BEACON VIEW,W01001468,Blaenau Gwent 005E,Investigation complete; no suspect identified
faff92ea72ae8939839b66b91ce2f111d9ff76999d3bbe81d4a8a343aec0e7cd,2022-05,Gwent Police,Gwent Police,-2.994937,51.586524,On or near Supermarket,W01001687,Newport 014D,Investigation complete; no suspect identified
9daa234981ef1c3135ee3cf4d14411033118ac130314ccb34a930e1b08366830,2022-05,Gwent Police,Gwent Police,-3.207431,51.481231,On or near BRUNSWICK STREET,W01001710,Cardiff 040B,Investigation complete; no suspect identified
4f7fde3cbc1c257a2b6b91ad0e84470c5140ae52a67128d3bcb1ce52ae1cbbc1,2022-05,Gwent Police,Gwent Police,-3.247277,51.723494,On or near BIRCHGROVE,W01001386,Caerphilly 002E,Investigation complete; no suspect identified
05332ccd3e417d2a354825283f47ff4f315243ed9d685f5eac9085fb85d7fd0f,2022-05,Gwent Police,Gwent Police,-3.274850,51.606863,On or near CAERPHILLY ROAD,W01001333,Caerphilly 018D,Investigation complete; no suspect identified
b8041847f3942bba3257e42c4d00e007489aececb00e41b28bc362d3a4a4d4ff,2022-05,Gwent Police,Gwent Police,-3.134582,51.729878,On or near Supermarket,W01001436,Blaenau Gwent 008B,Investigation complete; no suspect identified
c7507d9f6ff09b67d63ebaebd40019c49aaefbc8b38aab136f02ede2b9ba5867,2022-05,Gwent Police,Gwent Police,-3.240640,51.632263,On or near COED-Y-GRAIG,W01001434,Caerphilly 013F,Investigation complete; no suspect identified
0fb1caa396b1b5ebab82604022699fb8857aa069d3cb349d2fd83179d7d059d5,2022-05,Gwent Police,Gwent Police,-2.998194,51.588268,On or near Parking Area,W01001685,Newport 014B,Investigation complete; no suspect identified
eed520c03f4cafa12e1203fe59e7bd9f027f07928dea495791e0d5945463bf40,2022-05,Gwent Police,Gwent Police,-3.049159,51.645109,On or near TON ROAD,W01001497,Torfaen 011A,Investigation complete; no suspect identified
b43c61f806999c297f57f5bc83c1732ee2eeffe385d42058d460c0e2ab40fe1b,2022-05,Gwent Police,Gwent Police,-3.246665,51.775957,On or near Supermarket,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
6e7acb59fd7edde981ca7fc07c2ea6442b437d7818a83658aa24986cab8f7fd5,2022-05,Gwent Police,Gwent Police,-3.228510,51.684911,On or near EASTVIEW TERRACE,W01001337,Caerphilly 004B,Investigation complete; no suspect identified
d3ab8079f0d6ba520d8039224fc59b6d9631ae0d49c849e8a67a75c62066b2e8,2022-05,Gwent Police,Gwent Police,-2.918729,51.583144,On or near TENNYSON AVENUE,W01001649,Newport 004D,Investigation complete; no suspect identified
01d83d5561898787dc3f83499202fab3bf5f96194b5560efe9564fb31357b8b2,2022-05,Gwent Police,Gwent Police,-3.024854,51.645971,On or near BELLVUE CLOSE,W01001527,Torfaen 010C,Investigation complete; no suspect identified
1760054078f9268c548da371a3ebb56dbf243c43878f1c5db949ddc6f8ed204d,2022-05,Gwent Police,Gwent Police,-3.009595,51.824088,On or near SARNO SQUARE,W01001580,Monmouthshire 002E,Investigation complete; no suspect identified
1fbe63b2c2f6dcdd48943d5abb7ace03bf8ae4f7a2169763dffed5932098db84,2022-05,Gwent Police,Gwent Police,-2.989984,51.581773,On or near RUPERRA STREET,W01001661,Newport 018C,Investigation complete; no suspect identified
d312bfcf4e0a290e4b6ad730e3b137e872081a56f54c550bfbada661ed6548cb,2022-05,Gwent Police,Gwent Police,-3.250604,51.767985,On or near FRONDEG,W01001479,Blaenau Gwent 006D,Investigation complete; no suspect identified
241e5bd37cb8f70fe078c5cf98d49b0f008855238af9874734e6bde9342c59a5,2022-05,Gwent Police,Gwent Police,-2.855811,51.763116,On or near CAESTORY CRESCENT,W01001581,Monmouthshire 005E,Investigation complete; no suspect identified
cf05542696ede2b6890ff2eb50dcf467658218abeba07759ffe744e15a23fee7,2022-05,Gwent Police,Gwent Police,-2.993072,51.581765,On or near CARDIFF ROAD,W01001687,Newport 014D,Investigation complete; no suspect identified
6a6586050b4b7bbe32f68b688b384c22556f12168365446790452f3e96c2e04c,2022-05,Gwent Police,Gwent Police,-2.969376,51.577144,On or near Sports/Recreation Area,W01001647,Newport 015F,Investigation complete; no suspect identified
9af05b51fa62d51ccc07f2faba097c93ca325f5f7c6f70138c439203d20e14ae,2022-05,Gwent Police,Gwent Police,-2.948539,51.584139,On or near GIBBONS CLOSE,W01001609,Newport 015B,Investigation complete; no suspect identified
d37d65b1702ee0942fea4f86bcb1d676f23ca45494d01fd5b57586e640af0d80,2022-05,Gwent Police,Gwent Police,-3.240103,51.723255,On or near BEDLWYN ROAD,W01001386,Caerphilly 002E,Investigation complete; no suspect identified
9913577d30f8e9b45d6ff64b225dff3a0446f797c822d3a5f2d0151a7cc714b8,2022-05,Gwent Police,Gwent Police,-3.010392,51.785779,On or near A4042,W01001564,Monmouthshire 003D,Investigation complete; no suspect identified
a57fb5b68712b11f9ae92b4725b1437039ab33699ea97045cdefbe77fba2a97d,2022-05,Gwent Police,Gwent Police,-3.167724,51.780347,On or near BEAUMONT CLOSE,W01001468,Blaenau Gwent 005E,Investigation complete; no suspect identified
bb1823d2c7e95a2debdf743e79ab73e81e2f5d76b43265c39a7d068bc0a9cdbc,2022-05,Gwent Police,Gwent Police,-3.008817,51.832151,On or near ST GEORGE'S CRESCENT,W01001909,Monmouthshire 002F,Investigation complete; no suspect identified
2a471d29e8b54c98eb45e6ecddf77bc73555f212b67c67719db37cccc972c33f,2022-05,Gwent Police,Gwent Police,-3.038429,51.580941,On or near BLACKBIRD CLOSE,W01001671,Newport 016D,Investigation complete; no suspect identified
85722ba23cca5dea77fe8fbdf09bb1132c852c6dd36ef0a625ce3d1e06d8e4e1,2022-05,Gwent Police,Gwent Police,-3.129696,51.696504,On or near Parking Area,W01001466,Blaenau Gwent 009C,Investigation complete; no suspect identified
c798ddf7d5cf32886fb6d9a976b2b037cb5319cccf88c4242666282c77295cb1,2022-05,Gwent Police,Gwent Police,-3.009294,51.614977,On or near CHAPMAN CLOSE,W01001652,Newport 002B,Investigation complete; no suspect identified
1b6313ddc90cd5e58aa9d6007b8c60278e7ae06396095cfb1850910a782f8fc7,2022-05,Gwent Police,Gwent Police,-3.083441,51.602699,On or near TY-ISAF PARK ROAD,W01001413,Caerphilly 017C,Investigation complete; no suspect identified
eff146063c9ca5b88cec21112c24bc8c7f2dc326b2d453d50ce88cd438206afc,2022-05,Gwent Police,Gwent Police,-3.008753,51.615989,On or near LLEWELLYN GROVE,W01001651,Newport 002A,Investigation complete; no suspect identified
b2734f5f78eea14e5c91d1d291b19fa1a4d517329a2820e312bd44220078c436,2022-05,Gwent Police,Gwent Police,-2.993951,51.580373,On or near HERBERT STREET,W01001662,Newport 018D,Investigation complete; no suspect identified
a341e27c7ff486611ac4e74162561ce6b3efe4c856e8964ce73c7361917b7bc9,2022-05,Gwent Police,Gwent Police,-3.228531,51.646696,On or near HEOL DEWI,W01001365,Caerphilly 012C,Investigation complete; no suspect identified
137c7f30fa333702a4849bf892e1b81ce658b65f9cd566d4bee879413e724340,2022-05,Gwent Police,Gwent Police,-3.128683,51.620319,On or near WOODWARD AVENUE,W01001355,Caerphilly 015A,Investigation complete; no suspect identified
4b09f3488c3ff9a02440f8167f392033537f2c1df13235df6e8ea2406c5cde40,2022-05,Gwent Police,Gwent Police,-2.945278,51.576495,On or near CENTRAL AVENUE,W01001646,Newport 015E,Investigation complete; no suspect identified
837a6280294889e062f7375ea9432cfb78f86393fa8993163011876ca36b8369,2022-05,Gwent Police,Gwent Police,-2.993951,51.580373,On or near HERBERT STREET,W01001662,Newport 018D,Investigation complete; no suspect identified
